,Title,Content
26,[Overcoming Limitations],"['102.While augmenting further the competitiveness of our pillar industries and fostering diversification of our industries, we must strive to overcome the limitations that hamper economic growth.']"
27,[Human Resources],"['103.People are the most important asset for Hong Kong. The future of our city hinges upon the quality of people. For generations, Hong Kong people have strived to raise themselves up the social ladder through hard work and self-improvement. Government has been devoting substantial resources to improving the quality of manpower to further diversify the economy and steer the development towards high value-added activities.', '104.With specialisation and division of labour in different sectors in modern society, there is growing demand for talent with specific expertise and skills. Young people are offered different options to pursue promising careers. Government has been working closely with different sectors to provide professional training for various trades and industries including construction, retail, clock and watch, printing, health care, and testing and certification. The active engagement of trades and industries, which effectively enhances their professional image and provides clear career pathways, is crucial in attracting new entrants.', '105.Skills mismatch in the labour market is becoming more evident in recent years. Chronic manpower shortage and recruitment difficulties in individual sectors will hamper the sustainable and diversified economic development. While according priority to locals in employment, we should seriously consider importing manpower in an appropriate, limited and targeted manner to inject new impetus into the labour market.']"
28,[Manpower Training],"[""106.In last year's Budget, I announced the allocation of $130 million to support the manpower development of the retail industry. The series of measures are being rolled out. The first programme for the Earn and Learn Pilot Scheme for the Retail Industry which is run by the Vocational Training Council in collaboration with the industry commenced last September, with the first cohort of student-trainees started coursework and on-the-job training in tandem. The Hong Kong Productivity Council has also launched the Retail Technology Adoption Assistance Scheme for Manpower Demand Management to assist the sector in enhancing productivity. Preparation for the retail industry promotion campaign is under way to enhance the image of the industry with a view to attracting new blood."", '107.With our strenuous efforts to promote the professional image and promising career prospects of the construction industry in recent years, more young people are willing to join the industry. Over the past five years, I have allocated a total of $320 million to the Construction Industry Council (CIC) to train local workers through the provision of training allowances and on-site experience. This year, I shall provide another $100 million for the CIC to train up more skilled workers to meet the acute manpower demand of the industry.', '108.The financial services industry has a keen demand for quality personnel. Last year, I requested the Financial Services and the Treasury Bureau (FSTB) to consult the industry on manpower training needs. There was broad consensus that manpower shortage was particularly acute in the insurance and the asset and wealth management sectors. They also suggested that Government could help promote the industry, enhance the professional competence of practitioners and, in particular, train up more talent for middle and back offices.', '109.I shall allocate $100 million to launch a three-year pilot scheme for insurance and asset and wealth management services. Under the scheme, Government will collaborate with the industry to organise activities and provide internship opportunities to allow the community, in particular students, to have a better understanding of the nature and career prospects of different jobs in the two sectors. Government and industry will also enhance the contents of continuing professional development programmes, and provide financial support to encourage practitioners to enrol in these programmes. FSTB is drawing up details of the pilot scheme.', '110.From the 2015/16 academic year onwards, Government will subsidise on a pilot basis 1 000 students per cohort to pursue designated self-financing undergraduate programmes for meeting the manpower needs of Hong Kong. For the first cohort, there will be 13 programmes, covering health care, architecture and engineering, testing and certification, creative industry, logistics, as well as tourism and hospitality. This scheme will cost $960 million.', '111.We shall open up more internship and exchange opportunities for young people to experience the taste of work, broaden their exposure, and be prepared for entering the job market.', '112.We plan to increase the short-term internship places provided by government departments for 2015-16 to 3 000, an increase of 30 per cent over the last financial year, so that more young people will have a deeper understanding of different areas of work in Government. This measure will cost $21 million.', '113.Last year, the Hong Kong Economic and Trade Office in Singapore started to arrange internships in ASEAN countries to broaden the international horizons of university students of Hong Kong and enhance their understanding of ASEAN countries. The inaugural round of the scheme saw 90 students taking up internships. A total of 250 internship places will be available in 2015-16.', '114.I shall also allocate an additional $205 million in the next three years to support more young people to participate in Mainland exchange and internship programmes.']"
29,[Sustainable Development],"[""115.A liveable environment is vital to improving people's livelihood, pooling talent and sustaining economic development. Improving the environment is high on our agenda."", '116.Government will phase out 82 000 Euro III or earlier diesel commercial vehicles by the end of 2019, involving an ex-gratia payment of $11.4 billion. So far, 22 000 of these vehicles have been phased out, and we shall continue to assist the transport industry in resolving relevant issues. The $80 million programme to support replacement of catalytic converters and oxygen sensors of liquefied petroleum gas taxis and light buses was also completed last year. A total of 18 000 taxis and light buses took part in the programme, accounting for 80 per cent of the eligible vehicles.', '117.The port facilities and light dues charged on ocean-going vessels (OGVs) are now reduced by half if these vessels use low sulphur fuel while at berth in Hong Kong. I propose extending this incentive scheme until the end of March 2018, which will involve revenue foregone of $240 million. We shall introduce legislation this year to require all OGVs at berth in Hong Kong to use low sulphur diesel.', '118.Since its launch in 2008, the Cleaner Production Partnership Programme has funded a total of 2 400 cleaner production projects and promotion activities, helping Hong Kong-owned factories in both Hong Kong and Guangdong reduce emissions, conserve energy, etc. We shall allocate an additional $150 million to extend the programme for five years.', '119.To promote the use of electric vehicles, I announced last year that the First Registration Tax exemption for electric vehicles would be extended up to the end of March 2017. We installed 100 faster chargers for electric vehicles at 16 government car parks last year, which can shorten the charging time. The total number of chargers in the territory has increased to 1 100.', '120.The Harbour Area Treatment Scheme collects sewage from both sides of Victoria Harbour for treatment at Stonecutters Island to improve the water quality of Victoria Harbour proper. Stage 2A of the scheme will come into operation this year. Stage 1 and Stage 2A of the scheme together cost $25.8 billion. We plan to commission a new consultancy study on enhancing the leisure and recreational value of the coastal areas of Victoria Harbour in the long run.', ""121.We shall start working on the design of a desalination plant at Tseung Kwan O and the associated infrastructure in phases this year. It is expected that the desalination plant will commence operation in 2020 and the annual output will account for five to ten per cent of Hong Kong's fresh water consumption. We shall apply the relevant state-of-the-art technology, including efficient energy recovery system, for greater energy efficiency, increased output and lower cost."", '122.To minimise water loss, we shall progressively establish Water Intelligent Network by installing sensors in the water supply networks to monitor their conditions. We shall also examine other techniques, such as data mining, to predict water main bursts for early identification and handling of defective water mains.']"
30,[Land Resources],"['123.Land, apart from manpower, is the other major constraint to the economic and social development in Hong Kong. To make room for economic, social and personal development, we shall optimise land utilisation and increase land supply through a combination of measures.']"
31,[Residential Land],"['124.Government promulgated the new Long Term Housing Strategy at the end of last year, setting the target for public housing supply at 290 000 units for the coming decade. As the major provider of public housing in Hong Kong, HKHA cannot afford the expenditure to be incurred in the long run.', '125.The Housing Reserve I set up last December is to provide financial resources to meet the ten-year public housing supply target. The initial injection is the investment returns generated in 2014, which amounted to $27.5 billion. Further injections will be considered at an appropriate juncture.', ""126.A total of 20 residential sites were put up for sale by Government in 2014-15, capable of providing 6 300 private residential units. Taking into account the railway property development projects, the Urban Renewal Authority's projects and private redevelopment or development projects, the land supply has a capacity of producing 20 000 units."", '127.The 2015-16 Land Sale Programme will include 29 residential sites capable of providing 16 000 units in total. Out of these sites, 16 are new ones. Taking into account the housing land supply from different sources, I expect that a total of 19 000 units can be provided. The Secretary for Development will announce tomorrow the Land Sale Programme for the coming financial year.', '128.To promote market circulation of subsidised housing, HKMC will consider launching a new Premium Loan Guarantee Scheme to help owners of subsidised sale flats pay the premium to HKHA or HKHS. After settling the premium payment, owners will have greater flexibility in disposing of their flats, such as letting out or selling the flats in the open market.', '129.The property market has revived since April last year, with both flat prices and transactions showing renewed pick-up. There has been a double-digit increase in the prices of small and medium-sized flats. Meanwhile, the external environment is volatile. The timing and pace of the US interest rate hike as well as the further monetary easing measures of the central banks of Eurozone and Japan could have significant impact on the local property market. The public should be extra cautious when making decision on purchasing property, and carefully assess the potential risk they need to bear in case of a market downturn. Government will continue to monitor the market conditions closely, and I will not hesitate to introduce measures when necessary, in order to maintain the healthy and stable development of the property market and safeguard the stability of our macroeconomic and financial systems.']"
32,[Commercial Land],"['130.In 2014-15, Government put up for sale a total of five sites for commercial/industrial use and one for hotel development, providing 180 000 square metres of floor area and 1 100 rooms respectively. The Land Sale Programme for the coming financial year will include four sites for commercial/business use and one for hotel development, providing 180 000 square metres of floor area and 500 rooms respectively.', '131.We shall increase the supply of commercial floor area through other channels, including relocating government offices away from core business districts. The plan will not only release valuable sites for commercial use, but also generate more economic activities and employment opportunities in various districts.', '132.The government offices in the Trade and Industry Department Tower in Mong Kok will be relocated to the Kai Tak Development Area starting in the middle of this year, releasing 18 000 square metres of commercial floor area.', '133.We are actively taking forward our plan to relocate the three government office buildings in Wan Chai. The 29 departments accommodated there will be relocated in phases to buildings under planning in various districts, including West Kowloon, Cheung Sha Wan, Kai Tak, Chai Wan and Tseung Kwan O. This will progressively release 175 000 square metres of commercial floor area and increase the supply of Grade A office space in Wan Chai.']"
33,[Ageing Population],"['134.The ageing population is a formidable challenge to us. Our labour force will decline as from 2018 and our economic vibrancy will be dampened. The growth of the elderly population will push up demands for healthcare and elderly services, thus increasing public expenditure. We shall encourage the potential workforce to enter or re-enter the labour market. We shall continue to allocate resources to improve healthcare and elderly services.']"
34,[Encouraging Employment],"['135.Economic growth is mainly contingent on the working population and its productivity. Encouraging more women and older persons to join the workforce will help boost our economic growth.', '136.I shall allocate $130 million to strengthen child care services, thus providing support for women to achieve a work-family balance. This year, we shall extend the coverage of on-the-job training allowance under the Employment Programme for the Middle-aged to encourage the employment of older persons to take up part-time jobs. The Employees Retraining Board will also focus on providing training for older persons, among other target groups, and help them re-join the job market.', '137.I shall earmark $220 million to extend for two years the Integrated Employment Assistance Programme for Self-reliance, which encourages employable able-bodied CSSA recipients to secure employment and achieve self-reliance.', '138.The Labour Department will also continue to employ, on a trial basis, ethnic minority trainees under the Youth Employment and Training Programme as employment services ambassadors to provide employment services to other ethnic minority job seekers.', '139.I encourage employers to introduce more flexible working arrangements. I hope they would allow employees to work from home, or offer part-time and job sharing alternatives, to enable more people with family commitments to join the workforce.']"
35,[Healthcare],"[""140.With ageing population, Government will continue to increase resources on healthcare. In 2015-16, Government's recurrent allocation to the Hospital Authority (HA) will be $49 billion, up by nearly 50 per cent over five years ago."", ""141.To cater for the long-term demand for healthcare services, we shall carry out a number of hospital projects. Projects already under construction or planning include the development of an acute general hospital in the Kai Tak Development Area (Phase 1), Tin Shui Wai Hospital and Hong Kong Children's Hospital; the redevelopment of Kwong Wah Hospital and Queen Mary Hospital; and the expansion of United Christian Hospital. A total of 2 800 additional beds will be provided. The works expenditure is estimated at $81 billion."", '142.In the 2008-09 Budget, I earmarked $50 billion to support healthcare reform. I shall, in light of public views, inject funds into the high risk pool under the Voluntary Health Insurance Scheme, and provide tax concession for subscribers to regulated insurance products. To alleviate pressure on the public healthcare system due to manpower shortages and surge in demand, I shall set up a fund for HA to make use of investment returns for public-private partnership initiatives. One of these is to extend in phases the General Out-patient Clinic Public-Private Partnership Programme to all 18 districts. I shall also offer loans to non-profit-making organisations for private hospital development to address the acute shortage of private hospital beds. The remaining sum will be reserved for general use, including provision of support for public hospital projects.']"
36,[Retirement Protection],"['143.Government has, since the 1960s, been studying different forms of retirement protection, on which there have been wide discussions and diverse views in the community. The Commission on Poverty will consult the public again on retirement protection in the latter half of this year.', '144.The sustainability of retirement protection must be a prime concern. ""Pay-as-you-go"" retirement protection means that the contributions from today\'s employees and employers are used to pay the pensions of retirees of the previous generation. In other words, funding for retirement protection for people in this generation is to be borne by the next generation.', '145.Overseas experiences suggest that, as population ages, the proportion of dependants to the working population increases, retirement protection on a ""pay-as-you-go"" basis eventually becomes unsustainable. There would either be less protection for the dependent population or heavier burden on the working population. We should consider carefully the consequences of this scenario when we discuss retirement protection.', ""146.Irrespective of the community's choice for the way forward on this issue, the community's consensus is to provide better retirement protection for the elderly in need. I shall set aside $50 billion for this purpose.""]"
37,[Public Finances],"['147.In its report released last year, the Working Group on Long-Term Fiscal Planning pointed out that with an ageing population and slowing economic growth, government expenditure would keep growing at a faster pace than that of revenue and the economy. If this trend persists, structural deficits will surface within ten years. While Hong Kong would still experience budget surpluses in the coming few years, we need to take early and positive actions to contain expenditure, preserve the revenue base and save up in a timely manner to avoid the appearance of structural deficits.']"
38,[Containing Expenditure],"['148.In light of the Working Group\'s recommendations, I asked all policy bureaux in the middle of last year to achieve more efficient use of resources through re-engineering and re-prioritising. I have also launched the ""0‑1‑1"" envelope savings programme to reduce operating expenditure by a total of two per cent over the next three financial years. Resources saved will be re-allocated for new services.']"
39,[Preserving Revenue Base],"['149.Hong Kong maintains a simple and low tax regime with a narrow tax base. Among the working population, only 40 per cent pays salaries tax, and 60 per cent of the revenue comes from the top five per cent of the payers of salaries tax. As for profits tax, only ten per cent of the registered corporations pay the tax, and over 80 per cent of the revenue comes from the top five per cent of payers of profits tax. Therefore, it is of utmost importance for Government to stabilise and broaden the revenue base.', '150.Two years ago, I asked government departments to comprehensively review over a thousand fees and charges in accordance with the ""cost-recovery"" and ""user pays"" principles. The review is supported by LegCo and our efforts have begun to bear fruits. We shall next review livelihood-related fees and charges.', '151.Government launched an extensive consultation on the introduction of a Goods and Services Tax in 2006. The community then did not support the new tax. We may explore again the feasibility of broadening the tax base in due course with the aim of stabilising government revenue and creating room for direct tax concessions.']"
40,[Saving up in a Timely Manner],"['152.In late 2014, the Working Group suggested establishing a Future Fund, comprising an endowment of $220 billion from the Land Fund, which is part of the fiscal reserves, and a proportion of future budget surpluses. The Future Fund will serve as long-term savings and be placed in long-term investments for higher returns.', '153.I agree to establish a Future Fund. I have requested the Secretary for Financial Services and the Treasury to work with the Chief Executive of HKMA to hammer out specific management and investment mechanisms. The savings scheme is expected to be in place within this year.', ""154.The Working Group also offered recommendations on how Government's assets could be better managed. We shall follow up on their recommendations. I would like to extend my heartfelt thanks to the experts and academics on the Working Group for their contributions over the past two years.""]"
41,[Revised Estimates for 2014-15],"['155.I forecast that the revised estimate for government revenue for 2014-15 will be $470.7 billion, 9.4 per cent or $40.6 billion higher than the original estimate. It reflects mainly the changes in the following revenue items and the arrangement for the Housing Reserve –', '156.As for government expenditure, I forecast a revised estimate of $397.2 billion, 3.4 per cent or $14 billion lower than the original estimate.', '157.For 2014-15, I forecast a surplus of $63.8 billion, and by 31 March 2015, fiscal reserves are expected to reach $819.5 billion.', '(a)stamp duty revenue is $29.7billion higher than the original estimate, representing an increase of over 60percent. Of this revenue, over 75percent comes from ""double stamp duty"" which was not budgeted;', '(b)revenue from profits tax is $18.5billion or 15.8percent higher than originally estimated. It is affected mainly by corporate earnings which are far more volatile than macroeconomic growth, rendering it difficult for us to make an accurate estimate; and', '(c)revenues from salaries tax and land premium are $5.1billion and $3.2billion higher than their respective original estimates.']"
42,[Estimates for 2015-16],"[""158.Operating expenditure for 2015-16 is estimated to be $354.3 billion, representing an increase of 11.5 per cent or $36.6 billion over the revised estimate for 2014-15. Recurrent expenditure accounts for $324.6 billion, or over 90 per cent of the 2015-16 operating expenditure, which is an increase of $18.3 billion or six per cent over the revised estimate for 2014-15. In the past ten years, recurrent expenditure has been increasing with a cumulative growth of 73.4 per cent over 2005-06. This demonstrates Government's continued commitment towards improving people's livelihood."", '159.Of the recurrent expenditure for the next financial year, almost 60 per cent will be deployed for education, health and social welfare, the three major livelihood-related policy areas. Recurrent expenditure on education, the largest spending area of Government, will be $71.4 billion, or 22 per cent of recurrent expenditure. New initiatives to be introduced from the 2015/16 academic year include progressively increasing the intake of senior-year undergraduate places in University Grants Committee-funded institutions from 4 000 to 5 000 per annum in the 2018/19 academic year, costing $475 million a year; and increasing the ratio of graduate teacher posts in public sector primary schools in phases, costing $328 million a year. Further to the increase in voucher value of the Pre-primary Education Voucher Scheme by $2,500 in the 2014/15 school year, the voucher value will again be adjusted upward by $2,500 in the 2015/16 school year; and the fee remission ceiling of the Kindergarten and Child Care Centre Fee Remission Scheme will also be raised in these two school years. These will involve additional expenditure of $840 million in the two school years.', ""160.Recurrent expenditure on medical and health services will be $54.5 billion, accounting for 16.8 per cent of recurrent expenditure. We shall continue to enhance our public healthcare services. Measures include providing 250 additional hospital beds, expanding the capacity of specialist out-patient clinics and general out-patient clinics, strengthening geriatric rehabilitation and outreach services, and increasing operating theatre sessions. More drugs with proven efficacy will be incorporated into the Hospital Authority Drug Formulary. These include the expansion of clinical application of special drug for treating multiple sclerosis, as well as new drugs for treating cancer, chronic hepatitis C and Crohn's disease. A total of 4 000 patients will benefit each year."", ""161.Recurrent expenditure on welfare will reach $59.7 billion, accounting for 18.4 per cent of recurrent expenditure. Ever since it was launched three years ago, the Public Transport Fare Concession Scheme for the Elderly and Eligible Persons with Disabilities has gradually been extended to cover MTR, franchised buses and ferries to benefit more people. From late March 2015, the scheme will be extended to cover green minibuses by phases. The recurrent expenditure of the scheme has increased by threefold to $900 million in three years' time. In addition, I shall increase the annual recurrent expenditure by $71 million to provide additional places for day care and residential care for the elderly, and improve relevant services. Government will also strengthen various support services for persons with disabilities and ex-mentally ill persons, including residential care services and community support services, which will involve an additional annual expenditure of $160 million."", '162.I forecast that capital expenditure for 2015-16 will be $86.5 billion, including $70 billion on capital works. We have launched various capital works in recent years for developing transport infrastructure, increasing land supply, as well as medical, educational and leisure facilities, etc. They are of paramount importance in furthering socio-economic development and enhancing quality of life.', '163.With a number of projects entering their construction peaks, capital works expenditure is expected to maintain at relatively high levels in the next few years. We are, however, concerned about the sluggish progress of deliberation in LegCo since the last session. This has resulted in the mounting of backlog of funding proposals.', '164.Total government expenditure is estimated to reach $440.8 billion in the next financial year, 11 per cent more than that of last year. Public expenditure will be equivalent to 20.4 per cent of GDP.', '165.The civil service establishment is expected to expand by 2 540 posts to 176 448 in 2015-16, representing a year-on-year increase of 1.5 per cent, similar to that of 2014-15. This has to do with manpower increase in government departments for implementing new policies and improving existing services.', '166.Total government revenue for 2015-16 is estimated to be $477.6 billion, of which earnings and profits tax is estimated at $194.6 billion. Land revenue is estimated to be $70 billion.', '167.Taking all these into account, I forecast a surplus of $36.8 billion in the Consolidated Account in the coming year. Fiscal reserves are estimated to be $856.3 billion by the end of March 2016, representing 36.8 per cent of GDP and equivalent to 23 months of government expenditure.']"
43,[Medium Range Forecast],"[""168.Since the global financial crisis in 2008, the annual growth rate of Hong Kong's economy averaged 2.6 per cent in real terms, lower than our average trend growth rate of 3.8 per cent in the decade before the crisis."", '169.For the medium term, the average annual growth rate is forecast to be 3.5 per cent in real terms from 2016 to 2019, and the underlying inflation rate will average three per cent.', '170.I forecast an annual surplus in the Operating Account and an annual deficit in the Capital Account in the four years from 2016‑17. But a surplus is expected in the Consolidated Account in all years.', '171.Fiscal reserves are estimated at $948.8 billion by end-March 2020, representing 33.6 per cent of GDP and equivalent to 22 months of government expenditure.', '172.The medium range forecast is broadly in line with the trend projections of the Working Group. The ageing population will inevitably put mounting pressure on government expenditure and a shrinking workforce will slow down economic growth. We must remain vigilant, and take timely and resolute multi-pronged measures to avert the structural deficit problem.']"
