,Title,Content
37,Train Talent,"['Train Talent', '122.The Government and the Construction Industry Council have been providing professional and comprehensive training programmes for construction workers. The Hong Kong Institute of Construction also has a well-established training system offering a clear career progression path for its trainees. Measures to enhance training for skilled workers, subsidise the operation of small- and- medium-sized contractors and registered subcontractors, and offer allowances to registered construction workers who are underemployed or temporarily unemployed for attending training courses have been implemented since January this year. ', '123.The Development Bureau (DEVB) established the Centre of Excellence for Major Project Leaders, which is the first institution in Asia specialising in nurturing leaders for works projects. To enhance the professional skills of mid-tier managers in the Government and uplift the project delivery capability, I have earmarked $6 million for provision of systematic training to them in the next three years, with a view to ensuring more effective use of public resources. ']"
38,Manage Cost,"['Manage Cost', '124.Cost management is an important part of the sustainable development of the construction industry. The Project Strategy and Governance Office of the DEVB, apart from implementing strategic measures to raise cost-effectiveness within the Government, will also promote cost management culture to the industry.']"
39,Enhance Effectiveness,"['Enhance Effectiveness', '125.The Government actively promotes the Modular Integrated Construction (MiC) method. Intake for the first batch of pilot projects, including the InnoCell of the Hong Kong Science Park and the Disciplined Services Quarters for the Fire Services Department at Pak Shing Kok, is expected to commence early this year. Up to now, the Construction Innovation and Technology Fund has granted over $75 million to the industry for supporting their adoption of this method and the Buildings Department has approved 31 pre-accepted MiC systems to facilitate their adoption by the private building developers. ']"
40,Digitalisation of Public Works,"['Digitalisationof Public Works', '126.With $100 million allocated for the development of the integrated digital platform in the last Budget, the platform will be implemented in phases from this year onwards for driving digitalisation of public works through data integration and analysis to monitor project performance continuously and enhance the management of capital works projects. ']"
41,"Building a Liveable City, Land Supply","['Building aLiveable City', 'Optimise LandUse', 'Land Supply', ""127.The 2021-22 Land Sale Programme comprises a total of 15 residential sites and three commercial sites, capable of providing about 6 000 residential units and about 480 000 square metres of commercial floor area respectively. With the residential sites under the Land Sale Programme, together with railway property development projects, private development and redevelopment projects and the Urban Renewal Authority's projects, the potential land supply for the whole year is expected to have a capacity of providing about 16 500 units. The Secretary for Development will later announce the details of the Land Sale Programme for the next financial year."", '128.The construction of Kwu Tung North/Fanling North new development areas (NDAs) is making good progress. The intake for the first batch of public housing in Kwu Tung North is expected to take place in 2026, one year earlier than originally planned. Private residential sites in the area will be tendered gradually. The 12 hectares of private land involved in the first phase of the works for Hung Shui Kiu/Ha Tsuen NDA has been resumed as scheduled. Site formation and infrastructure works are underway. As for the Yuen Long South development, we are going through the statutory planning process. The first batch of public housing units will be completed in 2028. We will seek funding approval from the LegCo for studies related to the New Territories North NDA within this legislative session. The studies will commence shortly afterwards. ', '129.The first two parcels of housing land under the Tung Chung East reclamation works were handed over to the Hong Kong Housing Authority for public housing development last year. The first intake for about 10 000 public housing units will take place in 2024. ', '130.We estimate that in the NDA projects and other government and private development projects under planning, there is a total of over 860 hectares of brownfield sites in the New Territories which can gradually be redeveloped for housing and other land uses.', '131.Over the past few years, we have identified 210 sites with potential for housing development. Rezoning has been completed or commenced for 70 per cent of them. It is estimated that about 40 per cent of the public housing units to be completed in the next ten years will come from the rezoned sites. ', '132.We are examining the feasibility of rezoning five commercial sites in Kowloon East for residential use taking into account the latest economic situation and market response. If confirmed feasible, we plan to initiate the relevant statutory town planning procedure this year. A total of about 5 800 private housing units can be provided according to our preliminary estimation. ', '133.The Mass Transit Railway Corporation Limited and government departments are pressing ahead with the development of the Siu Ho Wan Depot Site. Our target is to have the first batch of about 6 000 public and private housing units gradually ready for intake in around 2030. Upon completion of the whole project, about 20 000 units will be provided, about half of which will be public housing units. ', '134.We plan to conduct later this year district consultations on two ""single site, multiple use"" projects, namely the redevelopment of Tuen Mun Clinic and the joint-user building for community facilities at Shan Mei Street in Shatin. Besides, we will apply funding from the LegCo as soon as possible for three other projects, namely one at the former Anderson Road Quarry site, one in Tseung Kwan O town centre and the other one near Sheung Wan Fire Station. In addition, we are reviewing about 40 ""Government, Institution or Community"" sites with joint use potential. We hope to put forward concrete proposals for these sites this year, including developing multi-purpose public facility buildings.', '135.The DEVB has set up the Development Projects Facilitation Office to facilitate the processing of planning, lease modification and building plan applications, etc. for private residential development projects with a yield of 500 flats or more by enhancing co-ordination among the departments involved. ', '136.The DEVB and the Lands Department will introduce a pilot scheme for charging land premium at ""standard rates"" in this quarter to encourage redevelopment of industrial buildings. ']"
42,Housing Supply,"['Housing Supply', ""137.We have identified land for the provision of 316 000 public housing units in the coming ten years. With the redevelopment of Hong Kong Housing Authority's factory estates, the number of public housing units may see further increase. It is estimated that the total public housing production in the five-year period from 2020-21 is about 101 400 units, comprising over 70 000 public rental housing and Green Form Subsidised Home Ownership Scheme units and over 30 000 other subsidised sale units. On private housing, it is estimated that the completion of private residential units will average over 18 000 units annually in the five years from 2021, representing an increase of about five per cent over the annual average of the past five years."", '138.The Government has already identified land for the provision of about 14 000 transitional housing units by end-2023. Intake of residents for over 1 100 units has taken place. Projects involving about 9 800 units have been launched. The $5 billion Funding Scheme to Support Transitional Housing Projects has approved projects involving over $2.6 billion, and the Government will inject another $3.3 billion this year. The Government is also seeking funding from the Community Care Fund to subsidise NGOs, as a pilot scheme, to rent suitable rooms in hotels and guesthouses with relatively low occupancy rates for use as transitional housing.']"
43,Green City,"['Green City', ""139.The Government strives to achieve carbon neutrality before 2050, and will update Hong Kong's Climate Action Plan in the middle of this year to set out more proactive strategies and measures to reduce carbon emissions. We are setting an example by implementing the Green Energy Target to boost the overall energy performance of the Government by six per cent by 2024-25. Concurrently, the Government will continue to promote new energy transportation so as to further reduce roadside air pollution.""]"
44,Promote New Energy Transportation,"['Promote NewEnergy Transportation', '140.The Government has all along been promoting the replacement of conventional fuel-propelled private cars (PCs) with electric vehicles (EVs). Last year, one out of eight new PCs is EV. In the past ten years, the number of EVs increased from 184 to over 18 500, with the total number of electric private cars (e-PCs) accounting for 2.7 per cent of the total number of PCs in Hong Kong. The ""One-for-One Replacement"" Scheme provides a higher first registration tax (FRT) concession for owners who buy a new e- PC and scrap their eligible old PC, subject to a cap of $250,000. Since its launch, 90 per cent of the owners of first registered e-PCs have benefited from the Scheme. The FRT concession for general e-PCs is $97,500.', '141.The Government launched the $2 billion EV-charging at Home Subsidy Scheme in October last year. It is expected that about 60 000 parking spaces in existing private residential buildings will be provided with EV charging-enabling infrastructure under the scheme in three years. Since the introduction of the scheme, applications involving more than 50 000 parking spaces have been received.', '142.Last year, the Government allocated an additional funding of $800 million to the New Energy Transport Fund and expanded its funding scope to cover additional types of electric commercial vehicles. As at end-2020, the amount of subsidy granted under the Fund was $154 million, covering nearly 200 projects on electric and hybrid commercial vehicles as well as conventional buses and ferries. Moreover, the Government earmarked $80 million for green public light bus (PLB) operators to embark on a pilot scheme on electric PLBs from 2023. Meanwhile, the Government also earmarked $350 million to provide subsidies for ferry operators to conduct trials on electric ferries serving in- harbour routes of the Victoria Harbour from 2023.', ""143.The Environment Bureau will announce next month Hong Kong's first roadmap on the popularisation of EVs, setting out long-term policy objectives and plans on the use of EVs and their associated supporting facilities. The key measures include ceasing the new registration of fuel-propelled PCs in 2035 or earlier, expanding the EV charging network and promoting its marketisation, training of EV technical and maintenance practitioners, and formulating a Producer Responsibility Scheme for retired EV batteries. The Government will also take the lead to use more EVs. ""]"
45,Improve Air Quality,"['Improve AirQuality', '144.To further improve air quality, the Government has implemented an ex‑gratia payment scheme of $7.1 billion to phase out about 40 000 Euro IV diesel commercial vehicles by end-2027. The Government will finish updating the Clean Air Plan for Hong Kong by the middle of this year to set out long-term goals and devise measures to further improve air quality.']"
46,Relieve Traffic Congestion,"['Relieve TrafficCongestion', '145.The number of PCs has been on the rise. Traffic congestion has been aggravating. The FRT and the vehicle licence fee for PCs have not been adjusted since 2011 and 1991 respectively. I propose increasing the rate of each tax band for the FRT for PCs (including e-PCs) by 15 per cent and the vehicle licence fee by 30 per cent. The above-mentioned adjustments have been gazetted for taking effect today. Other types of vehicles are not affected. The maximum FRT concession for e-PCs under the ""One-for-One Replacement"" Scheme will be raised correspondingly to $287,500, while the FRT concession cap for general e-PCs will remain unchanged. The Transport Department will also continue the studies on ""Congestion Charging"" and the Electronic Road Pricing Pilot Scheme in Central with the aim of optimising the use of road space and relieving traffic congestion.']"
47,Decarbonise and Reduce Waste,"['Decarbonise andReduce Waste', '146.In addition to the resources earmarked in previous Budgets, I will set aside an extra $1 billion for more than 80 projects to install additional small-scale renewable energy systems at government buildings and infrastructure. I will also set aside $150 million to conduct energy audits and install energy-saving appliances, free of charge, for NGOs subvented by the Social Welfare Department. In addition, the Green Tech Fund, set up with an allocation of $200 million by the Government, has just closed the first round of applications. The result is expected to be announced in the middle of this year. All these measures can help Hong Kong advance towards its carbon neutrality target, and will also create jobs.', '147.The Government will inject an additional funding of $1 billion to the Recycling Fund and extend the application period to 2027 so as to render continuous support to the trade, particularly the SMEs, in enhancing its operational capabilities and efficiency as well as coping with the latest needs of both the local and non-local markets. It is expected that more than 1 000 businesses will benefit from the measure. ']"
48,Quality Living,"['Quality Living', '148.Apart from large-scale infrastructure projects, I also care about developing a quality city for our citizens, including enhancing the facilities in our highly popular country parks, hiking trails, recreational facilities and harbourfront facilities. I will allocate more resources to the relevant projects.']"
49,Improve Country Parks,"['Improve CountryParks', ""149.I will set aside $500 million to carry out enhancement works on facilities in some country parks, such as providing recreational elements like additional lookout points, treetop adventure and glamping sites, improving toilet facilities and barbeque and picnic sites, and revitalising some wartime relics by converting them into open museums so as to enrich visitors' experience and enjoyment at the countryside. The new facilities will adopt low‑carbon and green design that integrates with its natural surroundings. The needs of all age groups and people with or without physical disabilities will be catered for. The new facilities will be rolled out gradually in the coming two to three years for public enjoyment. Meanwhile, I have also earmarked $55 million for the Tourism Commission to work with the Agriculture, Fisheries and Conservation Department to take forward the second phase of the enhancement programme for ten popular hiking trails in country parks that have potential for tourism in the coming five years, with a view to enriching leisure experience of the public and visitors. ""]"
50,Upgrade Recreational Facilities,"['Upgrade RecreationalFacilities', ""150.The Government has launched a five-year plan to modify more than 170 public play spaces managed by the Leisure and Cultural Services Department (LCSD) across the territory since 2019 with a view to providing children's play equipment which incorporate more elements of fun, creativity and challenge. To cater for people's diverse needs for fitness equipment, the LCSD will install some novel outdoor fitness equipment as appropriate when constructing new parks or renovating existing ones, such as the Yat Ming Road Park in North District which is near completion and the Butterfly Beach Park in Tuen Mun."", '151.Football has long been one of the most popular sports. The Kai Tak Sports Park, scheduled for completion in 2023, will provide, among others, two main stadiums for hosting both international and local football matches. The Five-year Plan for Sports and Recreational Facilities also includes the construction or reconstruction of 12 football pitches, including the redevelopment of Yuen Long Stadium.', '152.I will earmark $318 million to implement a five-year plan for upgrading over 70 football pitches under the management of LCSD, including substantially increasing the number of 5-a-side football pitches meeting international standards, exploring the possibility of expanding the existing football pitches into standard 11-a-side turf pitches and expediting the replacement of artificial turf on football pitches. Relevant national sports associations and their affiliates, district football groups, schools and other organisations will have more up-to-standard football pitches to organise football training programmes and football matches in the future. The general public, in particular young people, will have more opportunities to play football regularly and develop their potential, thereby contributing to the long-term development of football in Hong Kong. ']"
51,Enhance Harbourfront,"['Enhance Harbourfront', '153.I have earlier earmarked a total of $6.5 billion for harbourfront enhancement. We have completed six kilometres of harbourfront promenades over the past three years or so for public enjoyment. The 20 kilometres-plus Victoria Harbourfront promenades have now become popular leisure spots. This year, we will seek funding from the LegCo for commencing the construction works of two major projects, namely the Boardwalk underneath the Island Eastern Corridor and the harbourfront park at Eastern Street North in Sai Ying Pun. An incremental approach will continue to be adopted so that the harbourfront sites can be opened as early as possible for public enjoyment.']"
52,Strengthen Healthcare System,"['StrengthenHealthcare System', 'Healthcare Facilities and Manpower', '154.The HA will press ahead with the implementation of the first 10-year Hospital Development Plan (HDP) and the planning of the second 10-year HDP. The HA will review the design of hospital projects under the two 10-year HDPs taking into account the experience in combating COVID-19 and incorporate required provisions for two to three general wards in each selected hospital, so that they can be readily converted into Tier-2 isolation wards when the need arises.', '155.To strengthen professional healthcare training, around $1.9 billion has been allocated to the University of Hong Kong, the Chinese University of Hong Kong and the Hong Kong Polytechnic University in the past two financial years for carrying out short-term renovation works and facility enhancement as well as studies and medium and long-term works projects to increase their teaching facilities. The Government will continue to work with the universities to upgrade and increase healthcare-related teaching facilities.', '156.Healthcare workers play a pivotal role in our fight against the epidemic. The last Budget earmarked funding to support the HA in providing sufficient manpower for the public healthcare system and easing the pressure on healthcare workers. The measures are being taken forward.', 'Primary Healthcare', '157.Following the commencement of service of the first District Health Centre (DHC) in Kwai Tsing District, I earmarked $650 million recurrent expenditure for setting up DHCs in six other districts last year. Two of them in Sham Shui Po and Wong Tai Sin target to commence operation within the coming two years. Last year, I also allocated about $600 million for setting up ""DHC Expresses"" in the remaining 11 districts which are expected to commence service progressively within this year.', 'Development of Chinese Medicine', '158.The Government will award the service deed for the Chinese Medicine Hospital in Tseung Kwan O in the middle of this year, and construction works are expected to be completed in 2025. Since last year, the Government has also allocated more resources to the 18 Chinese Medicine Clinics cum Training and Research Centres, with a view to continuously enhancing the remuneration package of and training for Chinese medicine practitioners. Moreover, the Government promotes the development of Chinese medicine in Hong Kong through a dedicated fund of $500 million.', 'MentalHealth Services', '159.The Government will provide additional recurrent funding of around $147 million to enhance child and adolescent psychiatric, community psychiatric and psychogeriatric services of the HA, and support the enhanced service of Kwai Chung Hospital upon its redevelopment. It was earlier announced that a sum of $300 million will be used for strengthening support for people in need in the community as well as enhancing public awareness of the importance of mental health.']"
53,Caring and Inclusion,"['Caring andInclusion', '160.The Government will provide an extra 1500 subsidised elderly home care service places this year, involving an annual expenditure of about $150 million. The Government is also taking forward 66 new projects, providing about 8 800 residential care places and about 2 800 subsidised day care service places for the elderly in the coming few years. ', '161.The Government has substantially increased the resources allocated to rehabilitation services in recent years. The number of places for on-site pre-school rehabilitation services has been increased by 1 000 to 8 000 in the current school year and is expected to further increase to 10 000 in 2022/23 school year. ', '162.The Labour Department launched the Racial Diversity Employment Programme last year to enable NGOs to provide one- stop employment services for ethnic minority job seekers through a case management approach. Over 500 ethnic minority job seekers are expected to participate in the first two years of the programme. ', '163.The revenue for the Lotteries Fund has dropped substantially due to the epidemic. I will make an injection of $1.1 billion to ensure that development projects in respect of much- needed social welfare services premises (particularly major facilities for elderly and rehabilitation services) can proceed as scheduled and that the feasibility studies and detailed design work for such projects will not be affected.']"
54,"Public Finance, Deficit Budget","['Public Finance', 'Deficit Budget', ""164.As an open economy with a relatively narrow tax base, Hong Kong's government revenue is susceptible to changes in the economic environment. The ageing population also poses pressure on public expenditure. Though I have great confidence in Hong Kong's fundamental strengths and long-term prospects, we must, in the face of an economic downturn and the aforesaid challenges, exercise extra prudence in managing public finance."", ""165.Our fiscal reserves are the fruits of the economic development of Hong Kong and the hard work of our people over the years. They enable us to adopt a deficit budget amid the prevailing economic downturn and launch counter-cyclical measures to support the economy and relieve people's burden. In the past year, we have increased government expenditure substantially to combat the epidemic and roll out relief measures, which resulted in our fiscal reserves dropping sharply in two years from the equivalent of 23 months of government expenditure to 13 months."", '166.Although I forecast an improvement in revenue for the next financial year, I expect that the fiscal deficit will be $101.6 billion, accounting for 3.6 per cent of GDP, due to the counter-cyclical fiscal measures and the continued increase in recurrent expenditure. In other words, Hong Kong will record a deficit for a number of years after achieving a surplus for 15 years. As shown in the Medium Range Forecast (MRF), the Operating Account is projected to be in deficit for five consecutive years. The operating deficit for 2021-22 will be more than $140 billion mainly due to the counter-cyclical measures while the operating deficit for the remaining four years will range from $22.4 billion to $40.7 billion. The Consolidated Account is also expected to record a deficit for four consecutive years. The above forecast has not yet taken into account any tax rebate or relief measure that the Government may implement in the future. ', '167.The deficits are mainly caused by the fact that the rise in government expenditure is outpacing the increase in government revenue, especially in terms of recurrent expenditure. Recurrent expenditure of the Government increased from about $150 billion in 1997-98 to about $470 billion in 2020-21, representing a more than three-fold increase. The significant rise in government expenditure in recent years is for enhancing services or investing for the future. However, as emphasised in my last Budget, government expenditure should enter a consolidation period, and the long-term financial commitments should also be commensurate with the increase in revenue.', ""168.As a number of measures announced in this year's Budget will have a bearing on the new financial year and the MRF, I would like to offer some explanations here."", '169.To optimise the use of fiscal reserves for seeking a better return to meet future needs, the Government set up the Future Fund in 2016 to make longer-term investments for a period of ten years. The investment return of the Fund forms an integral part of public financial resources, and has accumulated a return amounting to nearly $100 billion. While the Government has all along been disclosing the rate of return of the Future Fund, the investment return yet to be brought back has not been reflected under the cash-based government accounts. Starting from 2021-22, I will reflect the cumulative investment return of the Fund in the Operating Account on a progressive basis, with $25 billion brought back in the first year.', ""170.The 2021-22 Budget has also included $23 billion brought back from the Housing Reserve and the annual proceeds of about $35 billion from the expansion of the Government Green Bond Programme as mentioned earlier. The sums raised under the Government Green Bond Programme will provide funding for green projects under the Capital Works Reserve Fund but will not be used to finance operating expenditure, and hence will not undermine public finance discipline. The issuance of bonds cannot bolster our real financial strength as it ultimately requires the repayment of principal and interest. Nonetheless, the issuance of additional green bonds for financing eligible projects can definitely relieve the Government's fiscal pressure arising from the need to use existing resources to meet capital expenditure. This is a reasonable and appropriate approach in the light of the current low interest rate environment, and is also conducive to the development of Hong Kong's bond market. "", ""171.The above measures of bringing back the Future Fund's investment return and the Housing Reserve and issuing additional green bonds will ensure that our fiscal reserves can be maintained at a relatively robust level despite deficit budgets in the next few years. They would enhance confidence in Hong Kong's fiscal strength and is conducive to maintaining our financial stability. However, in the long run, the key to maintaining healthy public finances is to follow the principle of keeping expenditure within the limits of revenue and ensure that the growth of expenditure is commensurate with economic growth. In the face of the challenges of fiscal deficits, we should not only reduce expenditure but also increase revenue.""]"
55,Reduce Expenditure,"['Reduce Expenditure', ""172.This year's Budget will continue to roll out a series of measures for supporting individuals and businesses. Last year, Hong Kong's economy was battered by the epidemic, and all sectors of the community were generally affected in varying degrees, particularly the grassroots. Despite the fiscal deficit, I have decided not to reduce our spending in areas related to people's livelihood, especially resources allocated to the three policy areas of education, social welfare and healthcare, in order to safeguard people's livelihood and maintain public confidence. In 2021-22, the recurrent funding for these three policy areas amounts to $302.3 billion in total, accounting for 58 per cent of the Government's total estimated recurrent expenditure and representing an increase of 45 per cent over the provision of $208.2 billion in 2017-18."", '173.The Government will set an example by cutting expenditure so as to strengthen fiscal discipline. In 2021-22, we will have zero growth in the civil service establishment. Besides, the Government will implement an expenditure reduction programme by requiring all policy bureaux and departments to reduce expenditure without affecting livelihood-related spending. The objective is to trim recurrent expenditure by one per cent in 2022-23. The estimated savings will be about $3.9 billion. While it seems not too difficult to achieve the one per cent cut in recurrent expenditure, there is limited room for curbing expenses related to personal emoluments which account for about 60 per cent of recurrent expenditure of government departments. We can only achieve the target mainly through savings from the remaining 40 per cent of recurrent expenditure, including major items such as general expenses and subventions. All departments have to undertake critical review, adjust priorities and enhance efficiency in order to achieve the savings target without affecting day-to-day operation and the public services they provide. Many a little makes a mickle.']"
56,Increase Revenue,"['Increase Revenue', ""174.As I have pointed out in my last Budget, Hong Kong needs to maintain the development and vibrancy of our economy and identify new areas of growth, with a view to increasing our revenue. I have just elaborated on the long-term positioning of Hong Kong's economy and the strategies for the development of our major sectors, which will help increase government revenue in the long run."", '175.Besides, I mentioned last year that we need to consider seeking new revenue sources or revising tax rates, and reducing one-off relief measures progressively. Though raising tax rates can increase revenue in the short run, the choice must be made carefully. ', '176.Having duly considered the impact on the securities market and our international competitiveness, we have decided to introduce a bill to raise the rate of Stamp Duty on Stock Transfers, from the current 0.1 per cent to 0.13 per cent of the consideration or value of each transaction payable by buyers and sellers respectively. The Government will continue to spare no efforts in introducing measures to facilitate the development of the securities market, so as to take our financial services sector to the next level.', '177.As businesses and individuals are generally under considerable financial pressure amid the prevailing economic environment and the epidemic, I consider that it is not the appropriate time to revise the rates of profits tax and salaries tax, which are our major sources of revenue. Nevertheless, we will keep in view the situation and make adjustments at the appropriate time.', '178.During Budget consultations, I received many proposals to introduce new taxes. If we do so, we have to carefully examine the proposals, take all factors into consideration, and earnestly listen to views of various sectors of the community. Fighting the epidemic and reviving the economy are our current priorities. This is not the time to introduce new taxes. Nevertheless, we will carry out related research and make preparation to facilitate in-depth discussions at a suitable time, and forge consensus before we introduce new taxes to increase revenue.']"
57,International Tax Co-operation,"['InternationalTax Co-operation', ""179.The Organisation for Economic Co-operation and Development (OECD) is drawing up new proposals to address base erosion and profit shifting (BEPS 2.0), which include the introduction of a global minimum tax rate and a digital tax. In mid-2020, the Advisory Panel on BEPS 2.0 commenced work on assessing the impact of the proposals on Hong Kong. At the same time, the Government has been collecting views from stakeholders in the business sector. Taking into account the preliminary views of the Advisory Panel, I would like to outline the direction of the Government's response measures so that the business sector can have a better grasp of the issue and make early preparation. First, as an international financial and business centre, Hong Kong will actively implement the BEPS 2.0 proposals according to international consensus. Second, as most of the rules under BEPS 2.0 are only applicable to large multinational corporations, we will minimise the impact on local SMEs where possible when drawing up the response measures and strive to maintain the simplicity, certainty and fairness of our tax regime, which are our key advantages. Third, while safeguarding Hong Kong's taxing rights, we will at the same time minimise the compliance burden on affected corporations. Fourth, we will keep up our efforts in improving Hong Kong's business environment and enhancing our competitiveness, with a view to attracting multinational corporations to invest and operate in Hong Kong. Once the OECD has finalised the proposal, the Advisory Panel will put forth its recommendations on the specific response measures in its report to me.""]"
58,Rating System,"['Rating System', '180.The rating system in Hong Kong has not undergone any major change since 1995. To ensure that our rating system could keep pace with the times, I have requested the FSTB and the Rating and Valuation Department to review whether there is any room for improvement in respect of the rating system. We will review the case for introducing a progressive element to the rating system and that for providing rates concession to owner-occupied properties on a regular basis. Furthermore, we will consider shifting the primary liability for rates payment from the occupier to the owner of a property to reflect that the ultimate responsibility with regard to a property should rest with its owner. The Government will consult the relevant LegCo panel on whether and how to revise the rating system.']"
59,Revised Estimates for 2020-21,"['RevisedEstimates for 2020-21', '181.The 2020-21 revised estimates on government revenue is $543.5 billion, lower than the original estimate by 5.1 per cent or $29 billion. This is mainly due to the lower-than-expected revenue from land premium.', '182.Revenue from land premium is $87 billion, substantially lower than the original estimate by $31 billion, mainly due to the deferment of the disposal timetable of a high-value commercial site in the year. Revenue from profits tax is $131 billion, comparable to the original estimate. Meanwhile, revenue from salaries tax is $72 billion, which is $12.1 billion higher than the original estimate. This is mainly because some tax revenue that should be received in the previous year could only be collected in this year as a result of the deferred tax assessment cycle. Stamp duty revenue is $79 billion, which is $4 billion higher than the original estimate. This is mainly due to the hectic trading in the stock market.', '183.As for government expenditure, the revised estimate is $820.4 billion, 12.2 per cent (or $89.3 billion) higher than the original estimate. This is mainly because of the need to make injections into the AEF and meet expenditure on other helping measures. At the same time, expenditure on public works projects was $7.1 billion lower than the original estimate.', '184.All in all, I forecast a deficit of $257.6 billion for 2020- 21. Fiscal reserves are expected to be $902.7 billion by 31 March 2021.', '185.The civil service establishment increased by 6 082 posts in this financial year, representing a growth of 3.2 per cent. The increase in the establishment is mainly due to the implementation of new policies and measures by the Government and the need to cope with additional workload.']"
60,Estimates for 2021-22,"['Estimates for2021-22', '186.The major policy initiatives announced in the 2020 Policy Address involve an operating expenditure of about $18.3 billion and a capital expenditure of $2.1 billion. I will ensure that adequate resources are provided to fully support the launch of these initiatives.', '187.Total government revenue for 2021-22 is estimated to be $591.1 billion. Earnings and profits tax is estimated to be $200.7 billion, decreasing by 6.1 per cent compared with the revised estimate for 2020-21. Having regard to the Land Sale Programme and the land supply target of the coming year, revenue from land premium is estimated to be $97.6 billion, increasing by 12.1 per cent compared with the revised estimate for 2020-21. Revenue from stamp duties is estimated to be $92 billion, increasing by 16.5 per cent compared with the revised estimate for 2020-21.', ""188.The current-term Government has launched a series of measures to improve people's livelihood. Recurrent expenditure for 2020-21 increased by 7.6 per cent compared with the last financial year, while total government expenditure also increased by 35 per cent. Recurrent expenditure for the new financial year will further increase by 9.6 per cent, demonstrating the Government's determination to stimulate the economy and ease people's burden. Public expenditure will account for about 25 per cent of GDP on average during the five- year period up to 2025-26 in the MRF."", '189.In 2021-22, the estimated recurrent expenditure on education, social welfare and healthcare accounts for 58 per cent of government recurrent expenditure or $302.3 billion. Recurrent expenditure in these three areas recorded a cumulative increase of 53 per cent over the past five years.', '190.Our target is to have zero growth in the civil service establishment in 2021-22. The Civil Service Bureau has encouraged departments to enhance effectiveness through re-prioritisation, internal redeployment and streamlining of work processes, so as to cope with the workload. ']"
61,Medium Range Forecast,"['Medium RangeForecast', '191.The MRF projects, mainly from a macro perspective, the revenue and expenditure as well as financial position of the Government. From 2022-23 to 2025-26, a real economic growth rate of 3.3 per cent is adopted for the MRF.', '192.During the above period, the average annual capital works expenditure will exceed $100 billion, while the growth of recurrent government expenditure ranges between 3.5 per cent and 4.7 per cent per annum.', '193.Regarding revenue from land premium, the forecast from 2022-23 onwards is based on the average proportion of revenue from land premium to GDP over the past 15 years, which is 3.6 per cent of GDP. I also assume that the growth rate of revenue from profits tax and other taxes will correspond to the economic growth rate in the next few years.', '194.In addition, the MRF reflects the bringing back of the Housing Reserve and the investment return of the Future Fund, and the proceeds of the Government Green Bond Programme.', '195.Based on the above assumptions and arrangements, I forecast an annual deficit in the Operating Account in each of the coming five financial years, as well as a deficit in the Capital Account from 2022-23 to 2024-25. The estimated deficit in the Operating Account in 2021-22 is mainly due to the expenditure arising from the one-off relief measures announced in this Budget and some of the relief measures announced last year. The forecast deficit in the Operating Account in the following four years is attributed to the fact that recurrent expenditure will be higher than revenue receipts. The above forecast has not taken into account any tax rebate or relief measure that the Government may implement over these four years. ', '196.Fiscal reserves are estimated at $775.8 billion by the end of March 2026, representing 22 per cent of GDP, or equivalent to 12 months of government expenditure.']"
62,Concluding Remarks,"['ConcludingRemarks', '197.Mr President, over the past two years, Hong Kong has suffered successive setbacks. And now we have to fight the epidemic and ride out the economic difficulties. Life has not been easy for us all.', ""198.I often chat with people, especially during the preparation for the Budget. I know how difficult it is to earn a living during the economic downturn. I can feel their pain. This is why, despite a record high fiscal deficit in 2020-21, I once again propose a Budget involving a deficit of over a hundred billion dollars. I do so after careful consideration, as the counter-cyclical measures are necessary for stabilising the economy and alleviating people's burden. At the same time, I am mindful of the need to expand government revenue and create fiscal space in a prudent manner."", '199.In spite of the pressure we now face, looking back, we have walked all the way through thick and thin. However harsh life may have been, Hong Kong remains the home that we treasure. ', '200.Home is not where we find perfection. It is where we stay together as a family, sharing mutual care, acceptance and support.', '201.This unprecedented pandemic reminds us that we are all in the same boat. Deep-seated conflicts cannot be resolved instantly, nor can wounds be healed overnight. Given time, even the tightest knot can be untied. ', '202.The economy may move in a cycle, but there is always a way to prosperity. We have overcome many challenges and always come out stronger. Let us be steadfast and ride out the storm. Together we will build a better Hong Kong.', '203.Thank you, Mr President.']"
