,Title,Content
25,Healthcare,"['Healthcare', '139.Apart from land and housing, healthcare is another issue of utmost concern to the community. The Government has increased its recurrent expenditure on healthcare by an average of seven per cent over the past decade. A 10-year hospital development plan amounting to $200 billion has also commenced. The expenditure on public healthcare services will increase by 13.3 per cent to $71.2 billion in 2018-19, accounting for 17.5 per cent of total recurrent expenditure.', 'Hospital Authority', '140.An additional recurrent funding of nearly $6 billion will be allocated to the Hospital Authority (HA) in 2018-19 to increase the number of hospital beds, operating theatre sessions, the quota for general out-patient and specialist out-patient services and the manpower required. The Government will progressively increase the recurrent provision for the HA on a triennium basis, having regard to population growth and demographic changes. This will enable more effective resource planning by the HA. To tackle the recent influenza surge, the HA has deployed $500 million for implementing relief measures to alleviate the work pressure on frontline healthcare personnel. The HA will also examine the abolition of the policy on incremental pay freeze in the first two years of service in respect of certain new recruits, so as to boost morale and retain staff. I will ensure the availability of adequate resources.', 'Public Healthcare Facilities', ""141.In the light of an increasing demand for healthcare services, I have invited the HA to start planning the second 10-year hospital development plan instead of waiting for the mid-term review of the first 10-year plan to be conducted in 2021. The second 10-year plan will cover the study of in-situ redevelopment of Princess Margaret Hospital and Tuen Mun Hospital, construction of a new hospital at the King's Park site (i.e. the existing Queen Elizabeth Hospital site) and expansion of North Lantau Hospital. It is expected to deliver 3 000 to 4 000 additional hospital beds, provide additional facilities and quota for consultation."", '142.The Government will also plan for other public healthcare facilities such as community health centres and ambulatory care centres, and improve the clinic facilities under the Department of Health (DH) by phases.', 'Healthcare Manpower Training', '143.Over the past decade, the number of University Grants Committee (UGC)-funded healthcare training places has substantially increased by about 60 per cent to almost 1 800, of which the number of bachelor degree places in medicine has increased from 250 to 470, representing a rise of almost 90 per cent. The Government is discussing with the UGC further increase in publicly-funded training places for doctors, dentists, nurses and relevant allied health professionals in the coming three years. The Government has invited the universities concerned and the Prince Philip Dental Hospital to actively consider further enhancing and increasing teaching facilities so as to expand their capacity for healthcare manpower training.', '144.To support the second 10-year hospital development plan, improve the clinic facilities in DH, and upgrade and increase healthcare teaching facilities, I have set aside a sum of $300 billion as an initial provision.', '145.There will be a total of over 2 000 medical graduates in the coming five years. I will ensure that the HA has adequate resources to employ all local medical graduates. Some additional $200 million will be allocated each year to enhance the healthcare professional training provided by the HA, including clinical practicum, as well as specialist and higher training.', 'Community Healthcare Services', '146.The Government is conducting a comprehensive review of the planning for primary healthcare services with a view to drawing up a blueprint. The first district health centre will be set up in Kwai Tsing District in the third quarter of next year, after which we will progressively set up such centres in all 18 districts. Provision of community healthcare services can raise public awareness of personal health management, enhance disease prevention and strengthen medical and rehabilitation services in the community, thereby reducing unwarranted use of hospital services. I will set aside necessary resources to fully support this initiative.', 'Controlling Non-communicable Diseases andPromoting Mental Health', '147.I will provide an additional annual funding of $100 million for the DH to promote a healthy lifestyle in the community in order to reduce non-communicable diseases such as cardiovascular diseases, cancers, diabetes and chronic respiratory diseases. At the same time, the DH will promote mental health and enhance public education to minimise stigmatisation.', 'Dental Services', '148.The Government will provide about $54 million to launch a three-year project for more NGOs to provide free oral check-ups, dental treatments and oral health education for adults with intellectual disability. We will also increase the funding for the Prince Philip Dental Hospital to provide special care training for participating dentists and dental surgery assistants. I have asked the departments concerned to improve existing dental care services for the elderly.', 'Elderly Health Care Vouchers', '149.The accumulation limit of Elderly Health Care Vouchers will be raised from $4,000 to $5,000 in 2018 to allow greater flexibility to users. In 2018-19, I will provide, on a one-off basis, an additional $1,000 worth of vouchers to eligible elderly persons, which will involve an expenditure of about $796 million. Elderly Health Care Vouchers can be used on services provided by medical practitioners, dentists and Chinese medicine practitioners in the non-public sector.', 'Colorectal Cancer Screening Programme', '150.The Colorectal Cancer Screening Pilot Programme enables early identification of sufferers and high-risk individuals. The Government will regularise the Programme and progressively extend it to cover individuals aged between 50 and 75. This initiative will incur a total expenditure of $940 million over the coming five years.', 'Development of Chinese Medicine', '151.I propose to establish a $500 million fund to promote the development of Chinese medicine by providing support in areas such as applied research, Chinese medicine specialisation, knowledge exchange and cross-market co-operation, and helping local Chinese medicines traders with the production and registration of Chinese proprietary medicines. The Chinese Medicine Unit to be set up by the Food and Health Bureau (FHB) will be responsible for the co-ordination work.', 'Voluntary Health Insurance Scheme', '152.The FHB will announce the details of the Voluntary Health Insurance Scheme shortly. I propose to provide a tax deduction for people who purchase eligible health insurance products for themselves or their dependants under the Scheme. The annual tax ceiling of premium for tax deduction is $8,000 per insured person.', 'Subsidising Drug Treatments', '153.In recent years, the HA has carried out appraisals of new drugs and expanded the coverage of the Drug Formulary regularly. It will closely monitor the R&D of new drugs and the related medical evidence so that patients can receive appropriate treatment as soon as possible.', ""154.The Community Care Fund (CCF) has launched an assistance programme to provide eligible patients with subsidies for the purchase of ultra-expensive drugs (including those for treating uncommon diseases). It will also extend the scope of the programme to subsidise individual patients with special clinical needs in using specific drugs. The HA will complete a review of the patient's co-payment mechanism under the CCF's programme in the first half of this year and propose improvement measures. I will set aside $500 million for this purpose.""]"
26,Arts and Culture,"['Arts and Culture', '155.Hong Kong is an international city with a unique blend of the East and the West, displaying richness and diversity in arts and culture.', '156.The Xiqu Centre of the West Kowloon Cultural District will be completed this year; while other major facilities will also come on stream in the next few years. In order to continuously upgrade our cultural hardware, I will set aside $20 billion for the improvement and development of cultural facilities. Projects to be rolled out in the coming 10 years include the construction of the New Territories East Cultural Centre and the Heritage Conservation and Resource Centre; the expansion of the Hong Kong Science Museum, Hong Kong Museum of History and Hong Kong City Hall; and the renovation of the Hong Kong Cultural Centre. I will also allocate $500 million to the Leisure and Cultural Services Department (LCSD) for the acquisition of museum collections and holding exhibitions.', '157.On support for arts groups and artists, starting from 2018鈥19, an additional recurrent provision of $55 million will be provided to support the nine major performing arts groups as well as small and medium arts groups funded by the Hong Kong Arts Development Council. More resources will be allocated to the small and medium arts groups under the Venue Partnership Scheme implemented by the LCSD.', '158.I will inject an additional $500 million into the Art Development Matching Grants Pilot Scheme and consider relaxing its matching parameters to encourage donations from the business and private sectors in support of the development of arts groups.', ""159.To showcase Hong Kong's art and culture, I will, from 2018-19 onwards, progressively increase the recurrent provision to $50 million to support Hong Kong's arts groups and artists to perform and stage exhibitions outside Hong Kong. Moreover, in the coming five years, I will provide $40 million additional funding to the Hong Kong Arts Festival Society for commissioning creative works and performances by local arts groups and artists during the Arts Festival; $20 million to expand the Community Cultural Ambassador Scheme, and another $140 million to support local arts groups and artists for cultural exchanges in the Bay Area."", '160.The Government announced the first Representative List of the Intangible Cultural Heritage (ICH) of Hong Kong last year. I will allocate $300 million to strengthen the protection, promotion and transmission of the ICH. Furthermore, I will inject $70 million into the Cantonese Opera Development Fund to support the production and performances of local Cantonese opera troupes, with a view to promoting the development of Cantonese opera as a world intangible cultural heritage item.', '161.Cultivating a reading habit among the public is conducive to promoting culture and enhancing humanistic qualities. In the coming five years, I will allocate an additional $200 million to the Hong Kong Public Libraries to promote reading among children and families. Besides, the LCSD will work with the Education Bureau, community partners, local authors and publishers to promote the culture of reading for all.']"
27,Sports,"['Sports', ""162.In recent years, the number of people participating in major sports events and community sports activities is rising, and Hong Kong's athletes have achieved remarkable results in various sports competitions. The Government will continue to allocate resources to promote sports in the community, support elite sports and develop Hong Kong into a centre for major international sports events."", '163.I will inject $1 billion into the sports portion of the Arts and Sport Development Fund to support sports organisations in the training of athletes and hosting competitions. I will also allocate $100 million for the launch of a five-year District Sports Programmes Funding Scheme to encourage wider community participation in sports.', '164.On top of the $1 billion injection into the Elite Athletes Development Fund announced in January last year, I have decided to inject another $5 billion, bringing the total to $6 billion, into the Fund to provide greater support for elite athletes.', '165.I will allocate $500 million for a new Major Sports Events Matching Grant Scheme to encourage the business sector to sponsor large-scale sports events, thereby providing our athletes with more opportunities to compete in high-level competitions on home ground.', '166.This year, the LCSD will conduct a comprehensive review of the Sports Subvention Scheme. We will make reference to the review findings and provide the necessary resources for the Scheme. We will also conduct a technical feasibility study on the redevelopment of the Olympic House to provide office and activity space for the Sports Federation & Olympic Committee of Hong Kong, China and ""national sports associations"".']"
28,Environment,"['Environment', '167.The Government will continue its endeavour to improve the environment and combat climate change.', '168.Following the allocation of $200 million last year, I will set aside another $800 million this year to further promote the installation of renewable energy facilities at government buildings, venues and community facilities. The Government will also enhance tax concessions for capital expenditure incurred by enterprises in procuring eligible energy efficient building installations and renewable energy devices by allowing tax deduction to be claimed in full in one year instead of the current time frame of five years. The Environment Bureau will announce the details later.', '169.To improve roadside air quality and reduce air pollutant emissions in a sustained manner, we will continue to encourage walking and the use of public transport, and take forward other initiatives, such as promoting the use of electric vehicles. The current first registration tax (FRT) concessions for electric vehicles will cease on 31 March 2018. Taking into account factors such as the technological development and market situation of electric vehicles, road traffic conditions and views of stakeholders, the Government has decided to continue to waive in full the FRT for electric commercial vehicles, electric motor cycles and electric motor tricycles until 31 March 2021.', '170.As for electric private cars, on the one hand, the Government has to contain the number of private cars to prevent traffic congestion and aggravation of roadside air pollution; on the other hand, we hope to encourage car owners to go for electric vehicles as far as possible. Hence, apart from continuing with the current FRT concession of up to $97,500, we will also launch a ""one-for-one replacement"" scheme from today to allow eligible private car owners who buy a new electric private car and scrap an eligible private car they own to enjoy a higher FRT concession of up to $250,000. The above concessions will remain in force until 31 March 2021. The Environmental Protection Department and Transport Department will announce the details later.']"
29,District Facilities,"['District Facilities', '171.There is rising expectation to increase district facilities. The District Councils have also put forward various suggestions in the past such as building community complexes and improving pedestrian links. I will set aside $8 billion to respond to the proposals of the 18 districts. The Home Affairs Bureau will co-ordinate and follow up with the relevant policy bureaux and departments.', '172.On public markets, apart from making available resources to build public markets in districts with such needs, I will earmark $2 billion for implementing a Market Modernisation Programme over the next 10 years, which will entail a comprehensive review of nearly 100 existing markets and improvement works including early installation of air-conditioning systems, major overhaul or redevelopment.']"
30,Caring and Sharing,"['Caring and Sharing', '173.I will make optimal use of our resources to cater for those in need with the aim to build a caring and sharing society.']"
31,Elderly Services,"['Elderly Services', ""174.Last October's Policy Address proposed an array of measures to improve elderly services, involving a total recurrent provision of about $1,263 million and non-recurrent expenditure of about $2,229 million. These measures include:"", '175.Furthermore, I will make an additional provision of about $63 million to provide speech therapy services for elderly service units which will benefit some 22 000 elderly persons with swallowing difficulties or speech impairment.']"
32,Rehabilitation Services,"['Rehabilitation Services', '176.Last year, the Government announced the provision of trust services for parents whose children have special needs. I will allocate $50 million to set up a dedicated office for this purpose. Moreover, I will make an additional annual provision of $660 million to improve the rehabilitation services through various measures, including:', '(a)increasing the number of vouchers under the Pilot Scheme on Community Care Service Voucher for the Elderly;(b)setting up the Innovation and Technology Fund for Application in Elderly and Rehabilitation Care;(c)providing professional outreach services and visiting medical practitioner services for residents in private residential care homes for the elderly and residential care homes for persons with disabilities (RCHDs); and(d)increasing the salaries of front-line care staff of subsidised elderly service units.', '(a)increasing 2 469 subvented rehabilitation service places and purchasing an additional 500 private RCHD places;(b)providing speech therapy services in hostels for moderately mentally handicapped persons, hostels for severely mentally handicapped persons, hostels for severely physically handicapped persons with mental handicap and care and attention homes for severely disabled persons;(c)providing additional places under the Extended Care Programme and Work Extension Programme;(d)providing clinical psychological service to strengthen support for ex-mentally ill persons and step up community education for early prevention of mental illness, as well as enhancing support for visually impaired persons, children of hearing impaired persons and children of ex-mentally ill persons;(e)strengthening the professional support provided by medical social workers in the Child Assessment Centres of the DH and the general and psychiatric hospitals of the HA;(f)regularising the Pilot Project on Strengthening Support for Persons with Autism and their Parents/Carers; and(g)increasing the number of parents resource centres to support children with disabilities or special needs and their parents or carers.']"
33,Supporting the Disadvantaged and Caringfor the Young,"['Supporting the Disadvantaged and Caringfor the Young', '177.The Government will allocate an additional annual provision of some $92 million to strengthen the manpower for residential child care services, and will make use of the Lotteries Fund to improve the environment of small group homes. The Government will also set up five centres for separated or divorced families, and will strengthen the manpower of Integrated Family Service Centres and Family and Child Protective Services Units of the Social Welfare Department (SWD) to enable early identification and more effective intervention for families at risk of separation or divorce. The additional recurrent provision involved will be around $56 million.', '178.In recent months, it is sad to see several child abuse cases. I will allocate some $504 million from the Lotteries Fund to launch a three-year pilot scheme to provide social work services in phases for about 150 000 children and their families in all aided child care centres, kindergartens and kindergarten-cum-child care centres. Moreover, from the 2018/19 school year, more resources will be provided for public sector primary schools to encourage them to strengthen and enhance their social work and counselling services according to school-based circumstances, with a view to ultimately achieving the target of ""one school social worker for each school"". Besides, we will improve the provision of school social workers in special schools. I will strengthen the manpower of SWD\'s Family and Child Protective Services Units, and the workforce of NGOs supporting the Educational Programme on Stopping Domestic Violence. The recurrent expenditure involved will amount to some $43 million.', '179.I will provide subvention to NGOs for setting up cyber youth support teams to reach out to high-risk or hidden youths to provide early intervention and support. I will also enhance the District Support Scheme for Children and Youth Development by raising the ceiling of cash assistance and increasing the number of quotas for disadvantaged children and youths. The additional recurrent expenditure involved will be $20.5 million and $11 million respectively.']"
34,Strengthening Support for EthnicMinorities,"['Strengthening Support for EthnicMinorities', '180.There were some 250 000 ethnic minorities in Hong Kong, making up 3.8 per cent of our whole population. Many of them have taken root in Hong Kong and regard Hong Kong as their home. The Government always strives to encourage and facilitate the integration of ethnic minorities into society. Yet, they are still facing a lot of difficulties. To enhance collaboration within the Government on support for the ethnic minorities, the Chief Secretary for Administration will set up a steering committee to co-ordinate, review and monitor work in this area. I will earmark $500 million to strengthen support for ethnic minorities.']"
35,Support for Employment,"['Support for Employment', '181.To encourage employers to hire job seekers with special employment needs, I will make an additional annual funding of $48 million to enhance the special employment programmes of the Labour Department. These initiatives include:']"
36,Government Outsourcing System,"['Government Outsourcing System', '182.The employment rights of non-skilled workers employed by government service contractors is a matter of great concern to the Government. The inter-bureaux/departmental working group set up by the Secretary for Labour and Welfare is exploring options to improve the government outsourcing system with a view to enhancing the protection of the reasonable employment terms and conditions as well as labour benefits of these non-skilled employees. It is expected that the working group will complete the review within this year. I will provide the necessary financial support having regard to the outcome of the review.', '(a)providing an on-the-job training allowance of up to $4,000 per month for a period of six to 12 months for employers engaging people aged 60 or above who have left the workforce or are unemployed;(b)raising the monthly on-the-job training allowance ceiling under the Youth Employment and Training Programme by $1,000 to $4,000 per month for a period of six to 12 months; and(c)extending the work adaptation period under the Work Orientation and Placement Scheme from two months to three months and increasing the maximum amount of allowance payable to employers engaging people with disabilities by $16,000 to $51,000.']"
37,Abolishing the Arrangement for"Offsetting" Severance Payment or Long Service Payment against MPF Contributions,"['Abolishing the Arrangement for""Offsetting"" Severance Payment or Long Service Payment against MPF Contributions', '183.To effect the abolition of the MPF ""offsetting"" arrangement, the Government is striving to put forth as soon as possible a proposal which is more acceptable to both employers and employees and will consult major stakeholders. The Government has clearly indicated its willingness to increase its financial commitment, and I will set aside $15 billion for these measures.']"
38,Reducing Tax Burdens on Individuals,"['Reducing Tax Burdens on Individuals', '184.We are working towards the implementation of the two-tiered profits tax rates system. To alleviate the tax burden on salary earners, I propose to implement the following measures starting from the year of assessment 2018-19:', '185.As for the proposed tax deduction for the premium of the Voluntary Health Insurance Scheme mentioned earlier, it will reduce tax revenue by around $800 million a year. Subject to the passage of the relevant legislative amendments by the LegCo, I hope that the measure will be implemented from the following year of assessment.', '186.At present, if both husband and wife have income assessable to tax and wish to elect for personal assessment, they must jointly make an election. I propose to relax this requirement starting from the year of assessment 2018-19 by allowing the husband and wife the option to decide whether to elect for personal assessment, thereby providing greater flexibility to taxpayers. The relaxation will entail amendments to the Inland Revenue Ordinance.', '(a)widening the tax bands for salaries tax from the current $45,000 to $50,000, increasing the number of tax bands from four to five, and adjusting the marginal tax rates to 2 per cent, 6 per cent, 10 per cent, 14 per cent and 17 per cent respectively. These measures will reduce the tax burden of 1.34 million taxpayers and reduce tax revenue by $4.09 billion a year;(b)increasing the basic and additional child allowances from the current $100,000 to $120,000. This will benefit 335 000 taxpayers and reduce tax revenue by $1.31 billion a year;', '(c)increasing the allowances for maintaining a dependent parent or grandparent. This will benefit about 607 000 taxpayers and reduce tax revenue by about $580 million a year. I will make the following three adjustments:', ' 鈻 increasing the allowance for maintaining a dependent parent or grandparent aged 60 or above from the current $46,000 to $50,000. The same increase applies to the additional allowance for taxpayers residing with parents or grandparents continuously throughout the year; 鈻 increasing the allowance for maintaining a dependent parent or grandparent aged between 55 and 59 from the current $23,000 to $25,000. The same increase applies to the additional allowance for taxpayers residing with parents or grandparents continuously throughout the year; and 鈻 raising the deduction ceiling for elderly residential care expenses from the current $92,000 to $100,000 for taxpayers whose parents or grandparents are admitted to residential care homes.', '(d)introducing a personal disability allowance for eligible taxpayers, at a rate on par with the current disabled dependent allowance of $75,000. This will reduce tax revenue by about $450 million a year.']"
39,Sharing Fruits of Success,"['Sharing Fruits of Success', 'Other Concessionary Measures', '187.Having regard to our substantial fiscal surplus this year, I will introduce the following measures to share the fruits of our economic success with the community:', '(a)reducing salaries tax and tax under personal assessment for 2017-18 by 75 per cent, subject to a ceiling of $30,000. The reduction will be reflected in the final tax payable for 2017-18. This will benefit 1.88 million taxpayers and reduce tax revenue by $22.6 billion;(b)reducing profits tax for 2017-18 by 75 per cent, subject to a ceiling of $30,000. The reduction will be reflected in the final tax payable for 2017-18. This will benefit 142 000 taxpayers and reduce tax revenue by $2.9 billion;', '(c)waiving rates for four quarters of 2018-19, subject to a ceiling of $2,500 per quarter for each rateable property. This proposal is estimated to benefit 3.25 million properties and reduce government revenue by $17.8 billion;(d)providing an extra allowance to social security recipients, equal to two months of the standard rate Comprehensive Social Security Assistance (CSSA) payments, Old Age Allowance, OALA or Disability Allowance. This will involve an additional expenditure of about $7 billion. Similar arrangements will apply to recipients of  Low-income Working Family Allowance and Work Incentive Transport Subsidy, involving an additional expenditure of about $379 million. Moreover, I will invite the CCF to consider providing short-term relief for low-income households not living in public housing  and not receiving CSSA (commonly known as the  ""N have-nots households"");(e)providing a one-off grant of $2,000 to each student in need to support learning, involving an expenditure of about $740 million; and(f)paying the examination fees for candidates sitting for the 2019 Hong Kong Diploma of Secondary Education Examination, involving an expenditure of about $180 million.']"
40,Estimates for 2018-19,"['Estimates for 2018-19', '188.The major policy initiatives announced by the Chief Executive in her Policy Address involve an operating expenditure of $40 billion and capital expenditure of $23.5 billion. I will ensure that adequate resources are provided to fully support the launch of these initiatives.', '189.Total government revenue for 2018-19 is estimated to be $604.5 billion, of which earnings and profits tax is estimated at $218.4 billion. The revenue from land premium is estimated to be $121 billion, while that from stamp duties is estimated to be $100 billion. The overall expenditure of the Government for 2018-19 is estimated to be $557.9 billion, an increase of 17.6 per cent compared with the revised estimate for 2017-18. Operating expenditure for 2018-19 is estimated to be $441.5 billion, a year-on-year increase of 18.4 per cent or $68.6 billion. Recurrent expenditure, which accounts for over 90 per cent of operating expenditure, will reach $406.5 billion, a year-on-year increase of 11.8 per cent or $42.8 billion.', '190.In 2018-19, the estimated recurrent expenditure on education, social welfare and healthcare accounts for about 60 per cent of government recurrent expenditure, exceeding $230 billion in total. Recurrent expenditure in these three areas recorded a cumulative increase of 42.8 per cent over the past five years.', '191.The Government will increase manpower to support the implementation of various new policies and initiatives and ease the work pressure on civil servants. In 2018-19, the civil service establishment is expected to expand by 6 700 posts to 188 451. This represents a year-on-year increase of about 3.7 per cent, the highest since reunification.', '192.Moreover, I will allocate a one-off provision to policy bureaux in 2018-19, equivalent to three per cent of the recurrent non-personal emoluments portion of their envelopes, to allow greater operational flexibility in coping with price adjustments, implementing new initiatives of a smaller scale or making service improvement.', '193.Taking all these into account, I forecast a surplus of $46.6 billion in the Consolidated Account in the coming year. Fiscal reserves are estimated to be $1,138.6 billion by the end of March 2019, equivalent to 40.3 per cent of GDP.']"
41,Medium RangeForecast,"['Medium RangeForecast', ""194.For the medium term, the average growth rate is forecast to be three per cent per annum in real terms from 2019 to 2022, slightly higher than the trend growth rate of 2.7 per cent over the past decade; and the underlying inflation rate is expected to average 2.5 per cent per annum. The medium-term economic forecast has taken into account the impact of an ageing population on economic growth, with the assumption that there are no severe external shocks during the period. That said, as the complicated and volatile political and economic environment around the world may cause fluctuations in the financial markets, and affect Hong Kong's asset prices and economic sentiments, we must remain vigilant."", ""195.The Medium Range Forecast projects, mainly from a macro perspective, the Government's expenditure requirements from 2019-20 to 2022-23. It is noteworthy that annual expenditure on infrastructure projects will soon exceed $100 billion, but this projection has not fully reflected the expenditure that may be incurred by all the land development, highway and railway projects under planning. Besides, over the medium term from 2019-20 to 2022-23, growth of recurrent government expenditure is estimated to range between 6.1 per cent and 9.7 per cent per annum, consistently higher than the average annual nominal economic growth of five per cent over the same period."", '196.Regarding revenue, the land premium estimate for 2018-19 mainly makes reference to the Land Sale Programme and the land supply target of the coming year. From 2019-20 onwards, the medium range forecast on land premium is based on the average proportion of land revenue to GDP over the past decade, which is 3.6 per cent of GDP. I also assume that the growth rate of revenue from profits tax and other taxes will be similar to the economic growth rate in the next few years.', '197.Based on the above assumptions, I forecast an annual surplus in the Operating Account for the coming five financial years but a small deficit would surface in the Capital Account in 2021-22. Fiscal reserves are estimated at $1,222.6 billion by the end of March 2023, representing 35.6 per cent of GDP or equivalent to 21 months of government expenditure.', '198.Taking all these into account, the Government will have an overall surplus in the next five years. The above forecast has not taken into account the tax rebate and relief measures that the Government may implement from 2019-20 to 2022-23.']"
42,ConcludingRemarks,"['ConcludingRemarks', '199.Mr President, in planning and preparing this Budget, I have been wrestling with what kind of a Budget would enable Hong Kong to forge ahead and make it a better place to live and work in. In formulating the initiatives in this Budget, I have taken into account the views received from different stakeholders and members of the public whom I consulted. The Budget is not a panacea for all our problems, but I am deeply grateful for the many people who devote themselves to the betterment of our home, Hong Kong. Their devotion has bolstered my confidence in the future.', ""200.Our country's economic development has entered a new phase. This, coupled with the ever-changing global economic landscape, has created a very favourable external environment for Hong Kong. If we can capitalise on the opportunities, the wind beneath our wings will bear Hong Kong far and high."", ""201.On the economic front, the current-term Government is ready to think out of the box and act proactively to open up new horizons for Hong Kong. To improve people's livelihood, we are resolute in devoting resources and will spare no effort in solving problems."", '202.Over the years, Hong Kong has weathered many storms, and always emerged stronger through changes. What remain unchanged are our commitment to diversity and openness, our pursuit of fairness and justice, and our aspiration for a happy life. I strongly believe that as long as we embrace hope, find the right direction and steel our resolve, we will be able to brave the wind and the billows to turn our dreams into reality.', '203.Thank you, Mr President!']"
