No.,Year,Title,Content
370,2014,[Land Supply],"['112.To address the demand for land in the short, medium and long term, I shall continue to co-ordinate the efforts of the various government departments to increase housing land supply with a view to achieving the target of providing 470 000 residential flats in the coming ten years. We shall seek to increase the supply of commercial land to provide more opportunity for the community and various sectors. I shall allocate an additional funding of over $650 million in the coming five years to the bureaux and departments involved in this work to create 229 posts of different grades to enhance land development efforts.']"
371,2014,[Residential Land Supply],"['113.In this financial year, Government put up for sale 36 residential sites capable of providing about 14 000 private residential units, a record high since 2000-01. Together with other development projects, the total housing land supply from different sources will be capable of providing about 18 000 private residential units, falling short of the original annual average target of 20 000 units, mainly due to slower than expected progress in railway property development projects, projects of the Urban Renewal Authority (URA) and projects subject to lease modification/land exchange. Taking into account the private residential developments which have started or will start on disposed sites, together with other unsold units of completed projects, about 71 000 private residential units are estimated to be available for sale in the next three to four years.', '114.So far we have identified 150 sites for residential use which, if their statutory plans could all be successfully amended, are expected to be made available over the next five years to provide about 210 000 public and private units. The 2014-15 Land Sale Programme will include 34 residential sites capable of providing about 15 500 units in total. Among these sites, 24 are new ones. Taking into account the housing land supply from different sources, we expect that the average annual target of land supply for private housing can be met in the coming financial year. The Secretary for Development will announce tomorrow the Land Sale Programme for the coming year.', '115.Public housing takes up 60 per cent of the new housing target. To achieve the new target on the provision of public rental housing flats and Home Ownership Scheme flats, Government is fully committed to supplying additional sites to the Housing Authority. Apart from adequate supply of land and manpower resources, we have to ensure that there will be sufficient funding for the Housing Authority as well.', '116.The Housing Authority will have an estimated balance of $68 billion at the end of this financial year. The sum can meet the funding requirement of the development programme for the next four years. However, to achieve the new housing production target, the Housing Authority must keep enhancing cost-effectiveness and sustainability of modus operandi in the long run. I hope that it will conclude the assessment next year on additional financial resources needed for the next ten years after consolidating revenue increases and cost savings. This will facilitate its discussions with Government on a feasible long-term financial arrangement.']"
372,2014,[Room for Business Development],"['117.The Land Sale Programme for the coming financial year will include seven sites for commercial/business use and one for ""hotel only"" use, providing a total floor area of about 230 000 square metres and some 1 100 hotel rooms.', '118.To accommodate more economic activities and create more job opportunities, we shall increase land supply for commercial use in different districts through seven measures –', '(a)continuing with the measures to facilitate revitalisation of industrial buildings and expediting the rezoning of industrial sites, to make available more floor area for commercial and other uses.The Planning Department is expected to complete a new round of industrial land review within this year to explore converting some sites no longer required for industrial use into other uses including commercial.The Lands Department has approved lease modification or land exchange applications in the past two years that are capable of providing about 250000 square metres of additional commercial floor area;', '(b)expediting the conversion of suitable Government, Institution or Community (GIC) sites in core business districts for commercial use.The two multi-storey carparks at Murray Road in Central and Rumsey Street in Sheung Wan are estimated to provide Grade A office space of some 76000 square metres.The Middle Road Multi-storey Car Park Building in Tsim Sha Tsui, the Trade and Industry Department Tower in Mong Kok and the former Mong Kok Market will be converted for commercial use, providing about 53000 square metres of commercial floor area.Meanwhile, we are taking forward the plan to relocate the offices in the three government office buildings in Wan Chai.Some of the offices therein will be reprovisioned to the West Kowloon Government Offices, the construction of which is expected to commence next year.Planning is also under way for the construction of the replacement offices in Kai Tak, Tseung Kwan O and Cheung Sha Wan;', '(c)completing the land use and traffic impact study of the government site at Caroline Hill Road as soon as possible for the provision of more commercial floor area in Causeway Bay;', '(d)the planning of the new Central harbourfront as a whole is expected to provide an estimated commercial floor area of about 260000 square metres for office, retail, hotel and exhibition, etc. uses;', '(e)the Kai Tak Development, an important source of future commercial land in Hong Kong, will provide about 1.4million square metres of commercial floor area, including hotel sites, in phases over the three years from 2016-17;', '(f)implementing the relocation and integration of the existing government facilities in the two action areas of Kowloon East on Kwun Tong waterfront and in Kowloon Bay, and kicking start the advance works.This project will provide some 500000 square metres of commercial floor area.Government will identify suitable government sites in those areas to be released in the next financial year, providing over 120000 square metres of commercial floor area; and', '(g)conducting public consultation and a pilot study this year on the development of urban underground space in four strategic districts, namely Causeway Bay, Happy Valley, Admiralty/Wan Chai and Tsim Sha Tsui West.']"
373,2014,[Long-term Development],"['119.From a long-term point of view, when planning for new town extensions and new development areas, we must capitalise on the locational advantages to provide sites for the commercial sector and other industries. This will create employment opportunities and facilitate economic development in the areas. There are seven projects on this front –', '(a)in the development plans including the North East New Territories New Development Areas, Lok Ma Chau Loop, Hung Shui Kiu New Development Area, Tung Chung New Town Development Extension, etc., over 140 hectares have been reserved for commercial use and for the development of various industries.The sites are expected to create over 160000 new jobs, boosting economic activities in these localities;', '(b)$60million has been earmarked for a preliminary feasibility study on the topside and underground space development of the Hong Kong-Zhuhai-Macao Bridge Hong Kong Boundary Crossing Facilities (HKBCF), covering about 130 hectares, for commercial purposes such as shopping, dining, entertainment and hotels as well as on providing the necessary supporting infrastructure;', ""(c)tying in with the planning of the three-runway system and the synergy of the Lantau Development, the airport's North Commercial District development will be expedited to maximise the benefits;"", '(d)the HKBCF will connect with Tuen Mun Areas 40 and 46 via the Tuen Mun-Chek Lap Kok Link.Relevant planning and engineering studies have commenced, covering a total planning area of over 50 hectares;', '(e)in the Preliminary Feasibility Study on Developing the New Territories North, which covers 5300 hectares, the potential for economic development and employment creation in the areas around the boundary crossings at Lok Ma Chau, Man Kam To and Liantang/Heung Yuen Wai will be explored;', '(f)the study on the East Lantau Metropolis will commence as soon as possible.Consideration is being given to the proposal for building an artificial island in central waters between Hong Kong Island and Lantau Island, to develop a new core commercial district.The new metropolis, to be well fitted with transport and infrastructure facilities, could accommodate a population of several hundred thousand and provide many employment opportunities; and', '(g)preparing for the study on reclamation on an appropriate scale at Sunny Bay, and commencing preliminary feasibility studies progressively on other near-shore reclamation sites for the development of various industries and building up of a long-term land reserve']"
374,2014,[An Ageing Population],"['120.Hong Kong people enjoy a life expectancy which is among the longest in the world ― 81 years for men and 86 years for women. The population aged 65 or above will surge from 980 000 at present, or 14 per cent of the total population, to 2 560 000 by 2041, or 30 per cent of the total population. Of these, about 960 000 will be aged 80 or over.']"
375,2014,[Elderly Services],"['121.Recurrent expenditure on elderly services has increased more than 40 per cent from $3.8 billion to $5.4 billion over the past five years. From 2014-15, we shall increase annual expenditure in this area with an additional funding of more than $660 million to implement and enhance the following four areas of elderly services and facilities. This covers –', '122.We have tasked the Elderly Commission to prepare an Elderly Services Programme Plan within two years. The Commission will also explore the feasibility of introducing residential care service vouchers for the elderly. About $800 million has been earmarked to issue a total of 3 000 residential care services vouchers in phases within three years from 2015-16. Government will inject $10 billion into the Lotteries Fund to implement the Special Scheme on Privately Owned Sites for Welfare Uses to provide additional places for elderly and rehabilitation services.', '(a)some $170million for providing 1500 additional places for the Enhanced Home and Community Care Services, and widening the scope of home care services for these additional places and the existing 5600 places to strengthen our support for frail elderly persons living at home;', '(b)some $160million for upgrading 51 social centres for the elderly to neighbourhood elderly centres, and enabling all subvented elderly centres to increase their manpower as well as programme expenses.The purposes are to enhance the support for elderly people as well as processing care needs assessment and service applications for long-term care services;', '(c)some $200million for raising the subsidies for places under the Enhanced Bought Place Scheme (EBPS) and the Nursing Home Place Purchase Scheme, upgrading subvented nursing home places to provide continuum of care, and enhancing the service of the three new contract homes.These aim to enhance care and support for the elderly; and', '(d)$120million for providing some 950 new subsidised residential care places for the elderly through the commencement of new contract homes, the purchase of additional places under EBPS, and as a pilot, the purchase of residential care places from elderly homes run by Hong Kong non-governmental organisations in the Mainland.']"
376,2014,[Healthcare],"[""123.Over the past five years, Government's recurrent allocation to the Hospital Authority (HA) has increased by $15 billion, or nearly 50 per cent. The total recurrent provision for 2014-15 exceeds $47 billion."", ""124.On infrastructure, we commenced the construction of Tin Shui Wai Hospital and Hong Kong Children's Hospital. The preparatory works for the expansion of United Christian Hospital and redevelopment of Kwong Wah Hospital have started. We shall seek this Council's funding approval for the redevelopment of Queen Mary Hospital and Kwai Chung Hospital, as well as the expansion of Hong Kong Red Cross Blood Transfusion Service Headquarters. We shall spend $55 billion on these projects as part of an ongoing effort to improve public healthcare facilities and provide 1 400 additional hospital beds. Besides, we are conducting strategic studies on the construction of an acute general hospital in the Kai Tak Development Area. In the longer term, the HA will start planning for the redevelopment of Queen Elizabeth Hospital and phase two redevelopment project of Prince of Wales Hospital to address the community's long term demand for healthcare services."", '125.A grant of $13 billion was approved by this Council in late 2013 for the HA to improve and upgrade its facilities over the next ten years. This covers the renovation of over 500 wards in 34 hospitals; provision of around 800 additional beds in 11 hospitals; expansion of operating theatres, accident and emergency departments, and general out-patient clinics; and setting up additional endoscopy centres and ambulatory facilities, etc. The HA will also comprehensively upgrade the major electrical and mechanical engineering installations in hospitals and strengthen the Universal Accessibility Programme. It is estimated that the grant will be used to implement about 5 000 projects. These projects will complement the major new hospital and hospital redevelopment projects to prepare for an ageing population.', '126.In pursuit of the healthy and sustainable development of our dual-track healthcare system, Government is considering a voluntary health protection scheme to encourage those who can afford it to make greater use of private healthcare services. I pledged in the 2008-09 Budget to earmark $50 billion to support healthcare reform. The Food and Health Bureau will shortly consult the public on the details of the scheme. I shall consider providing tax reliefs for subscribers of regulated insurance products after a consensus is reached in the community.', '127.Disease prevention and control forms an important line of defence in public health. Government has endeavoured to strengthen primary care, including proactively promoting healthy living, as well as strengthening disease prevention strategies and surveillance systems, with a view to lowering risks of disease and hence expenditure on healthcare. In the coming five years, Government will allocate additional funding of over $420 million for the study and implementation of a pilot programme to subsidise colorectal cancer screening for specific age groups.', '128.Studies by the World Health Organization (WHO) and others point out that increasing tobacco duty is an effective means of tobacco control to lower the health risks of the public. It helps reduce direct medical expenses caused by smoking and second-hand smoking. To safeguard public health, I propose to increase the duty on cigarettes by 20 cents per stick with immediate effect. This will bring the proportion of tobacco duty to the retail price of cigarettes to about 70 per cent which meets the minimum level recommended by WHO. I wish to emphasise that this is not a budgetary measure to increase revenue. We shall continue to strengthen smoking cessation services, as well as publicity and law enforcement on tobacco control. The Customs and Excise Department will step up enforcement against different forms of illicit cigarette trading.']"
377,2014,[Public Finances],"[""129.The Working Group on Long-Term Fiscal Planning was set up last June. Economists and experts from the accounting, tax and actuarial fields were invited to explore ways for our public finances to cope with an ageing population and long-term financial commitments. The Working Group performed a health check on the current state of Hong Kong's public finances and made projections of Government's long-term fiscal position up to 2041-42, having regard to demographic trends, economic growth and prevailing policies. The detailed results will be released next week."", ""130.According to the Working Group's analysis, Government's overall fiscal position in the short to medium term remains healthy. In the longer term, however, Government must seek to foster economic growth, and align the growth rates of government revenue and government expenditure."", '131.With per capita GDP at US$38,000, Hong Kong is now a mature economy. It is highly unlikely that the economy will grow at a rate of eight to nine per cent per annum as it did in the 1970s and 1980s. Over the past three decades, the annual real GDP growth averaged 4.6 per cent. The economic growth momentum is expected to slow down as our population ages, reducing our labour force. The Working Group projects that over the next 20 to 30 years nominal GDP will grow at an average rate of 4.4 per cent per annum; real GDP will grow at a trend rate of 2.8 per cent per annum, which is a notch higher than most other mature economies.', '132.The trend growth of government revenue has been on a par with nominal GDP growth over the past three decades. Assuming that the existing tax regime and tax rates were to remain unchanged, and barring any severe external shocks, the Working Group forecasts an average annual trend growth rate of 4.5 per cent for government revenue in the next 20 to 30 years. Towards the end of the projection period, government revenue is projected at 19.8 per cent of nominal GDP.', '133.The average annual growth rate of government expenditure since reunification is 4.7 per cent. Taking into account the economic growth trends and demographic changes, the Working Group has made the following three projections based on different expenditure growth scenarios –', '134.The projection results and analysis of the Working Group spark off a clear warning and call for serious attention. If government expenditure keeps growing and outpacing economic and revenue growth, a structural deficit would be inevitable.', '135.The Working Group recommends that Government should implement a combination of measures, including containing expenditure growth, preserving the revenue base and saving for future generations, to cope with the fiscal challenges ahead.', '136.We should neither take the problem lightly nor over worry. Our public finances are still in good shape. Our economy will continue to grow in the coming 20 to 30 years. This implies that our revenue will continue to rise and we can still afford expenditure increases. Nevertheless, the growth in public expenditure must be commensurate with that of the economy and government revenue. I believe that as long as we take timely, resolute and effective actions, we can prevent the projected results from surfacing, and avoid subjecting our future generations to irreversible fiscal plight.', ""(a)if no service enhancement were to be made to the three areas of education, social welfare and healthcare, such that their recurrent expenditure were to be adjusted only for demographic and price factors, government expenditure would grow by 5.3percent per annum during the projection period.Because the growth rate of government expenditure exceeds that of government revenue at 4.5percent per annum, a structural deficit would surface in 15 years' time;"", ""(b)if services were to be enhanced further for the three areas by one to twopercent per annum on top of adjustment for demographic and price factors, government expenditure would grow at an average of 6 to 6.7percent per annum.In that case, a structural deficit would surface in eight to ten years' time; and"", ""(c)if services were to be enhanced following the historical trends at about threepercent per annum for the three areas, on top of adjustments for demographic and price factors, government expenditure would grow at an average growth rate of 7.5percent per annum.In that case, a structural deficit would surface in seven years' time.""]"
378,2014,[Containing Expenditure Growth],"['137.The Working Group recommends that public expenditure be controlled at or around 20 per cent of GDP. It is a suitable level as it ensures that Government will not consume excessive social resources and that government expenditure will be kept at a level commensurate with government revenue. In fact, government revenue exceeded this level in only seven out of the past 40 financial years.', '138.It is incumbent upon Government to strictly contain the growth of expenditure. When preparing annual budgets, Government would hold fast to the forecast nominal GDP growth rates over the medium term as planning ceilings for total government expenditure. We should uphold fiscal disciplines, and put in place a more vigorous internal control and monitoring mechanism for assessing and prioritising competing funding priorities with appropriate offsettings from different programmes.', '139.Government departments and the public sector should conduct expenditure reviews and introduce efficiency measures with a view to doing more with less. In response to community needs, Government will continue to increase recurrent spending. But we must be wary that it is always easier to increase than to cut recurrent expenditure, and their cumulative financial impact cannot be ignored. All government departments should consider how best to consolidate their services and funding schemes, and phase out outdated and redundant items.']"
379,2014,[Preserving Revenue Base],"[""140.The second major recommendation of the Working Group is that Government should preserve, stabilise and broaden the revenue base. I am all for it. Having regard to the competitiveness of Hong Kong and the impact on the community, there is little room for major tax hikes. In principle, I shall not rule out any means to increase tax revenue. However, I also understand that it will be controversial to propose any new taxes, which need thorough consideration and public discussion. At the present stage, Government's priorities are to overcome the constraints posed by the ageing population on our economic growth, keep moving our economy up the value-added chain, and increase and preserve our revenue. Meanwhile, we have to ensure that our expenditure growth keeps pace with economic and revenue growth. We should also strive to forge a consensus in the community on preparing for Hong Kong's fiscal challenge in the short, medium and long term."", '141.To prevent revenue loss, the Inland Revenue Department (IRD) will draw on international experience, step up tax enforcement and make better use of IT to combat tax evasion and avoidance, thereby recovering tax payable. The IRD has recovered over $14 billion in taxes over the past three years. We should preserve our indirect taxes such as rates and business registration fees, because they are broad-based and stable revenue sources.', ""142.Fees and charges is an important source of government revenue. Last year, I asked government departments to review their fees and charges, beginning with items which did not directly affect people's livelihood. After a review of more than 1 300 fees and charges, more than 200 increases have been proposed. These will reduce the loss of public revenue by around $60 million per year. We shall review other fees and charges this year, including water charges, which have not been revised for 19 years, the fees for use of leisure facilities and services, and charges relating to environmental hygiene services.""]"
380,2014,[Saving for the Future],"['143.Our fiscal reserves currently stand at over $700 billion. Of this amount, $220 billion is the balance of the Land Fund and $130 billion is held in funds with designated uses. Only the remaining $400 billion or so, held in the General Revenue Account, may be flexibly deployed to meet the day-to-day operation of Government. We can consider setting up a savings scheme to prepare for the future having regard to the experience of other economies. One example is the setting up of a ""Future Fund"" comprising the Land Fund and a portion of future surpluses. Government may draw on this contingency fund in the event of sustained budget deficit to finance strategic infrastructure projects conducive to Hong Kong\'s future economic development.', '144.An ageing population will pose sustained challenges to public finances. The conclusions and recommendations of the Working Group have provided a scientific and objective basis for the community to better understand the issues, and consider rational and pragmatic options ahead. We should take early action to address the challenges ahead when our public finances are still healthy. My colleagues and I shall examine the options in detail considering views from various sectors of the community, and take forward appropriate measures. I hope the experts and scholars in the Working Group will continue to tender their valuable advice to Government.']"
381,2014,[Relief Measures],"[""145.The Chief Executive has put forth in this year's Policy Address an array of measures to help the needy and the disadvantaged, and improve the livelihood of the grassroots. Public response to the measures has been positive. I am aware of further requests seeking additional relief for the other sectors of the community, such as support for parents, children's education, self-advancement expenses, wage and rental expenses on the part of SMEs."", ""146.I am also aware that the public has expressed concern about Government's choice between recurrent and one-off relief measures. These measures serve different purposes. Recurrent measures may be deployed for new policies, new services or the enhancement of existing services. One-off relief measures, on the other hand, aim primarily at helping the public to cope with short-term financial pressure, or as a counter-cyclical measure to preserve economic stability and short-term employment. Unlike recurrent measures, one-off measures are necessarily subject to adjustment in the light of the economic and financial position of the year."", '147.When drawing up the one-off relief measures to be included in this Budget, I have taken into account the series of recurrent measures introduced by Government earlier to help the grassroots, the economic outlook for the next financial year, especially a slight slowdown in inflation, and the financial position in the current financial year. I now propose to launch five measures involving about $20 billion. Together with other measures in this Budget, the fiscal stimulus effect on GDP will be 0.7 percentage point. These five measures include –', ""148.In addition to one-off measures, I propose to increase the allowances for maintaining dependent parents or grandparents to alleviate taxpaying providers' burden. The three measures, which will benefit about 550 000 taxpayers and cost Government about $300 million a year, are –"", '(a)reducing salaries tax and tax under personal assessment for 2013-14 by 75percent, subject to a ceiling of $10,000.This proposal will benefit 1.74million taxpayers in the territory.The reduction will be reflected in the final tax payable for 2013-14.This will cost the Government about $9.2billion;', '(b)reducing profits tax for 2013-14 by 75percent, subject to a ceiling of $10,000.This proposal will benefit 126000 taxpayers in the territory.The reduction will be reflected in the final tax payable for 2013-14.This will cost Government about $1billion;', '(c)waiving rates for the first two quarters of 2014-15, subject to a ceiling of $1,500 per quarter for each rateable property.It is estimated to benefit around 3.1million properties, and will cost Government about $6.1billion;', ""(d)paying one month's rent for public housing tenants.Government will pay one month's base rent for tenants who are required to pay extra rent to the Housing Authority.For non-elderly tenants of the Hong Kong Housing Society's Group B estates, Government will pay two-thirds of their rent for one month.This measure will involve $1billion; and"", '(e)providing an extra allowance to Comprehensive Social Security Assistance (CSSA) recipients, equal to one month of the standard rate CSSA payments, and an extra allowance to Old Age Allowance, Old Age Living Allowance and Disability Allowance recipients, equal to one month of the allowances.This will involve an additional expenditure of $2.7billion.', '(a)increasing the allowance for maintaining a dependent parent or grandparent aged 60 or above from $38,000 to $40,000.The same increase applies to the additional allowance for taxpayers residing with these parents or grandparents continuously throughout the year;', '(b)increasing the allowance for maintaining a dependent parent or grandparent aged between 55 and 59 from $19,000 to $20,000.The same increase applies to the additional allowance for taxpayers residing with these parents or grandparents continuously throughout the year; and', '(c)for taxpayers whose parents or grandparents are admitted to residential care homes, the deduction ceiling for elderly residential care expenses will be raised from the current $76,000 to $80,000.']"
382,2014,[Revised Estimates for 2013-14],"['149.The revised estimate for government revenue for 2013-14 is $447.8 billion, $12.7 billion or 2.9 per cent higher than the original estimate. Amid uncertain global economic situation, revenue from profits tax is $11.5 billion or 8.8 per cent less than originally estimated while that from salaries tax is $4 billion or 7.8 per cent higher than the original estimate. Last year, Government put additional sites on the market on a quarterly basis to augment land supply. As a result, the sale of land brought in $84.1 billion, about $15.1 billion or 21.9 per cent higher than the original estimate. I forecast that the revised estimate for government expenditure will be $435.8 billion, which is $4.2 billion lower than the original estimate.', '150.For 2013-14, I forecast a surplus of $12 billion. By 31 March 2014, fiscal reserves are expected to reach $745.9 billion.']"
383,2014,[Estimates for 2014-15],"[""151.Operating expenditure for 2014-15 is estimated to be $325 billion. This is 4.1 per cent or $13.8 billion less than the revised estimate for 2013-14, mainly due to the reduction of one-off relief measures and one-off injections into funds for designated uses. Recurrent expenditure accounts for $307.4 billion, or over 94 per cent of the 2014-15 operating expenditure, which is an increase of $22.3 billion or 7.8 per cent over the revised estimate for 2013-14. This represents Government's continued commitment to improving people's livelihood."", ""152.Of the recurrent expenditure for the next financial year, almost 60 per cent will be deployed to the three policy area groups of education, health and social welfare. Recurrent expenditure on education will be $67.1 billion, an increase of 5.3 per cent over 2013-14. Major new proposals include regularising three Community Care Fund programmes for under-privileged students, costing $529 million a year; and enhancing support for non-Chinese speaking students and those with special educational needs, costing about $400 million a year. In addition, Government will earmark $436 million each year to increase the intake of senior-year undergraduate places in University Grants Committee-funded institutions by 1 000 places. Another $965 million will be reserved for a new scheme to subsidise up to 1 000 students per cohort to pursue self-financing undergraduate programmes in selected disciplines to meet Hong Kong's manpower needs. The scheme will benefit three cohorts of students."", '153.Recurrent expenditure on medical and health services for 2014-15 will be $52.4 billion, 5.2 per cent higher than that for 2013-14. Besides the major new initiatives mentioned earlier, Government will provide additional funding of nearly $600 million per year for increasing the annual voucher value under the Elderly Health Care Voucher Scheme to $2,000 per person.', '154.Recurrent expenditure on welfare for 2014-15 will reach $56.9 billion, increasing by 9.7 per cent from that in 2013-14. Besides the major new initiatives mentioned earlier, Government will enhance services for persons with disabilities, involving an additional expenditure of about $360 million per year. Government will pursue the extension of the Public Transport Fare Concession Scheme for the Elderly and Eligible Persons with Disabilities to eligible children with disabilities under the age of 12, and the phased extension of the Concession Scheme to green minibuses, involving an additional expenditure of $176 million per year. In addition, Government will continue to enhance the CSSA scheme and increase the annual recurrent funding for non-governmental organisations under the Lump Sum Grant Subvention System, involving an additional expenditure of about $126 million and about $470 million per year respectively. Government has also earmarked $3 billion for the proposed introduction of the Low-income Working Family Allowance.', ""155.I forecast that capital expenditure for 2014-15 will be $86.2 billion, including $70.8 billion on capital works. In recent years, capital works expenditure has been maintained at high levels, reflecting Government's vigorous investment in infrastructure."", '156.Owing to the reduction in operating expenditure, total government expenditure is estimated to be $411.2 billion in the next financial year, 5.7 per cent less than that of last year. Public expenditure will be equivalent to 19.8 per cent of GDP.', '157.Having rolled out a number of new policy initiatives in recent years, Government has been counting on the professional and effective civil service to implement them. On the one hand, we shall seek to enhance efficiency through internal redeployment and streamlining. On the other hand, we shall also strengthen the establishment and set service priorities based on actual needs. The civil service establishment is expected to expand by 2 556 posts to 173 961 in 2014-15. This represents a year-on-year increase of 1.5 per cent, 50 per cent up from that of the previous year and the highest since 2007-08.', '158.Total government revenue for 2014-15 is estimated to be $430.1 billion. Earnings and profits tax, estimated at $177.5 billion, remain the major sources of revenue. Land revenue is estimated to be $70 billion.', '159.Taking all these into account, I forecast a surplus of $9.1 billion in the Consolidated Account in the coming year. Fiscal reserves are estimated to be $755 billion by the end of March 2015, representing about 34 per cent of GDP and equivalent to 22 months of government expenditure.']"
384,2014,[Medium Range Forecast],"[""160.Influenced by the global financial crisis, the annual average growth rate of Hong Kong's economy over the past five years was only 2.7 per cent in real terms, much lower than our average trend growth rate of 4.5 per cent in the past decade. The external economic environment remains uncertain in the coming few years. The risks associated with the US Federal Reserve Board's exit policy are of particular concern. For the medium term, the annual average growth rate is forecast to be 3.5 per cent in real terms from 2015 to 2018, and the underlying inflation rate will also average at 3.5 per cent."", '161.I forecast an annual surplus in the Operating Account in the four years from 2015-16. With a number of major infrastructure projects entering their construction peaks, a deficit will arise in the Capital Account, but a surplus is expected in the Consolidated Account in all years except 2015-16. Fiscal reserves are estimated at approximately $799.2 billion by end-March 2019, representing about 29.1 per cent of GDP and equivalent to 19 months of government expenditure.']"
385,2014,[Concluding Remarks],"[162.Mr President, as Financial Secretary, my foremost priorities are to promote economic development and to maintain a sound business and employment environment.  Through sustainable development and diversification of the economy, I believe every member of our society will have the opportunity to unleash their potential and realise their aspirations.  This will provide a more solid foundation for the development of our next generation. 163.    I note that some members of the public are wary of any excessive growth in our spending and are worried that Hong Kong will be moving towards welfarism.  I understand their concern.  However, I would like to point out that Government's welfare spendings are meant to help the needy by providing them with short-term relief, so that those capable of working could re‑enter the labour market, make a living on their own, and leave the safety net as soon as possible.  I believe that so long as our society maintains adequate upward mobility channels and a level playing field, people will be able to improve their living through hard work.  Those who are in need today may be able to offer a helping hand and pay back to the community some day. 164.    We have seen examples of governments spending beyond their means in recent years in Europe and America.  This not only undermines the stability of a society but also gives rise to far-reaching consequences for the future.  The community's rising aspirations in an evolving environment will inevitably put increasing pressure on public finances. 165.    A philosopher once said, ""Society is a partnership.  It is a partnership not only between those who are living, but between those who are living, those who are dead, and those who are to be born.""  Past generations have laid a solid foundation for economic and financial development in Hong Kong.  I believe that the present generation recognises the importance of fiscal prudence, that is to avoid making today's spending a burden for the next generation. 166.    We are faced with various challenges and choices.  Yet, I have full confidence in Hong Kong people.  Looking back, Hong Kong has gone through many tough times.  In the midst of these ups and downs, we survive the crises, breaking new grounds with our bare hands.  With confidence, we shall be able to meet the challenges that come our way. 167.    ""Believe in opportunity, not fate"" ― this is the innate mindset of Hong Kong people.  No matter what difficulties we face, we stay positive, optimistic and tenacious.  These unyielding qualities are deeply ingrained in us and form part of our collective DNA.  I believe that, at this crucial point in time, our wisdom and experience will continue to guide us to act with pragmatism and make the best choice for the future of Hong Kong. 168.    Thank you, Mr President.]"
386,2010,[Introduction],"[ I move that the Appropriation Bill 2010 be read a second time.

Introduction

2.      This is my third Budget. In the past year, Hong Kong has gone through many ups and downs because of the adverse impact of the financial tsunami. The shocks to the global economy, in terms of their severity and scale, were more profound than those experienced during the Asian financial turmoil in 1997 and 1998.

3.      During the Asian financial turmoil, Asian currencies fluctuated wildly. Both the stock and property markets went down sharply. Nonetheless, the global economy still grew by 2.6 per cent and global trade expanded by 4.5 per cent in 1998. By contrast, the financial tsunami triggered by the US sub-prime mortgage problem has swept across the entire world. The global economy shrunk by one per cent and world trade plunged by 12 per cent. This recession is the most severe since World War II.

4.      In the face of this severe financial crisis, the Government implemented the strategy of “stabilising the financial system, supporting enterprises and preserving employment” in the shortest possible time. The measures we took included providing liquidity to banks, a full deposit guarantee for depositors, loan guarantee schemes with a guarantee commitment of $100 billion for small and medium enterprises, and fiscal stimulus, job creation and relief measures amounting to $87.6 billion. These measures provided impetus to our economy and restored people’s confidence.

5.      In the fourth quarter of 2009, our economy resumed positive growth after four consecutive quarters of year-on-year contraction – one quarter fewer than that during the Asian financial turmoil. At the worst part of this contraction, job losses were 43 000 – but that was only one-third of those experienced during the Asian financial turmoil. The unemployment rate during this economic contraction was also lower than that during the previous crisis, and started to fall as early as in the third quarter of last year.

6.      Although the current crisis is much more severe than the Asian financial turmoil, our economy has recovered more quickly this time. Both the job market and the overall economic performance indicate that our economic fundamentals are stronger than before and have shown greater resilience to withstand external shocks. The Government's timely strategy has yielded positive effects. More importantly, Hong Kong people have demonstrated once again their tenacity, confidence and ability to rise to challenges.

7.      While we have come through the most difficult period of the financial tsunami, the external environment is still fraught with uncertainties and the foundations of the recovery are not yet firm. I am also concerned that some people have yet to benefit from the economic recovery. Therefore, through this Budget, I will strive to achieve the three objectives of consolidating the recovery, developing our economy and building a caring society.

8.      In his Policy Address, the Chief Executive outlined the future socio-economic challenges and development directions for Hong Kong. I will seek to implement the development blueprint set out in the Policy Address through the proper allocation of resources. The expenditure and revenue proposals of Government departments and related organisations are detailed in the Estimates. I will elaborate on items about which the community are more concerned."
387,2010,[Economic Performance 2009],"['Economic Performance 2009', '9.First of all, I will say a few words about our economic performance in 2009 and the economic outlook for 2010.10.Gross Domestic Product (GDP) fell by 7.5 per cent in the first quarter of 2009.  But, as the Mainland economy returned to faster growth and the European and the US economies began to stabilise, our economy improved in the second quarter and resumed year-on-year growth of 2.6 per cent in the fourth quarter.  For 2009 as a whole, GDP fell by only 2.7 per cent.', '11.Amidst the severe plunge in global trade, Hong Kong’s goods exports fell by 12.6 per cent in real terms in 2009, the biggest annual drop on record.  For investment, gross domestic fixed capital formation dipped by 2.2 per cent for the whole year.  We can, however, take some comfort in the fact that consumer sentiment was not seriously affected for most of last year.  In 2009, private consumption expenditure dipped by only 0.3 per cent and actually reverted to a year-on-year increase in the latter half of the year.  Business sentiment also improved distinctly during the latter half of the year, with overall investment recording double-digit growth in the fourth quarter.12.Employment is the Government’s biggest concern.  As the economy started to recover and our measures to preserve employment proved effective, employment conditions turned better from the middle of last year, with unemployment rate coming down to 4.9 per cent lately.', '13.As the costs of doing business in Hong Kong came down and the average import prices softened as a result of the global recession, the inflation rate eased from the beginning of last year. Mild deflation was seen in the latter half of the year.  The average inflation rate for 2009 as measured by the Composite Consumer Price Index was 0.5 per cent.  Netting out the effects of the Government’s one-off relief measures, the underlying inflation rate was one per cent. ', '| ']"
